event_id,ubid,source_system,source_record_id,event_type,event_date,event_outcome,event_note
EVT-0000529,KA-BLRU-560100-000104,SHOP,KAR-SHOP-BLRU-2019-000072,RENEWAL,2025-04-11,RESOLVED,licence/registration renewal event captured - RESOLVED
EVT-0000783,KA-BLRU-560059-000157,SHOP,KAR-SHOP-BLRU-2015-000105,INSPECTION,2025-04-10,RESOLVED,department inspection or site verification event - RESOLVED
EVT-0000181,KA-BLRU-560102-000035,KSPCB,PCB/BLRU/CTO/2020/00014,RENEWAL,2025-04-09,EXPIRED,licence/registration renewal event captured - EXPIRED
EVT-0001259,KA-MYS-570016-000254,GST,GST-KA-MYS-2019-000202,COMPLAINT,2025-04-08,RESOLVED,citizen/department complaint signal - RESOLVED
EVT-0000066,KA-BLRU-560100-000014,LABOUR,LAB-KA-BLRU-2025-000005,TAX_FILING,2025-04-06,OK,tax return or filing activity signal - OK
EVT-0000420,KA-BLRU-560058-000081,GST,GST-KA-BLRU-2015-000062,RENEWAL,2025-04-06,PENDING,licence/registration renewal event captured - PENDING
EVT-0000869,KA-BLRU-560068-000174,SHOP,KAR-SHOP-BLRU-2017-000117,TAX_FILING,2025-04-04,RESOLVED,tax return or filing activity signal - RESOLVED
EVT-0001172,KA-BLRU-560085-000237,GST,GST-KA-BLRU-2024-000185,TAX_FILING,2025-04-04,NOTICE,tax return or filing activity signal - NOTICE
EVT-0001517,KA-TUM-572106-000310,KSPCB,PCB/TUM/CTO/2021/00139,COMPLAINT,2025-04-02,NOTICE,citizen/department complaint signal - NOTICE
EVT-0000793,KA-TUM-572106-000159,FACTORY,KFBIS-FAC-TUM-2025-000079,RENEWAL,2025-04-01,PENDING,licence/registration renewal event captured - PENDING
EVT-0000865,KA-BLRU-560068-000174,SHOP,KAR-SHOP-BLRU-2017-000117,INSPECTION,2025-03-31,EXPIRED,department inspection or site verification event - EXPIRED
EVT-0001482,KA-BLRU-560059-000302,LABOUR,LAB-KA-BLRU-2019-000147,COMPLAINT,2025-03-30,OPEN,citizen/department complaint signal - OPEN
EVT-0000296,KA-BLRU-560043-000058,GST,GST-KA-BLRU-2015-000046,ADDRESS_UPDATE,2025-03-28,PENDING,address correction or amendment signal - PENDING
EVT-0000599,KA-BLRU-560076-000118,FACTORY,KFBIS-FAC-BLRU-2025-000061,ADDRESS_UPDATE,2025-03-28,RESOLVED,address correction or amendment signal - RESOLVED
EVT-0001367,KA-BLRU-560029-000276,UDYAM,UDYAM-KR-BLRU-2023-000136,TAX_FILING,2025-03-24,EXPIRED,tax return or filing activity signal - EXPIRED
EVT-0000245,KA-BLRU-560043-000049,UDYAM,UDYAM-KR-BLRU-2022-000026,COMPLAINT,2025-03-23,OPEN,citizen/department complaint signal - OPEN
EVT-0000480,KA-BLRU-560068-000094,BBMP,BBMP-TL-SOUT-2019-000033,ADDRESS_UPDATE,2025-03-21,NOTICE,address correction or amendment signal - NOTICE
EVT-0000406,KA-BLRU-560068-000080,GST,GST-KA-BLRU-2020-000061,INSPECTION,2025-03-20,RESOLVED,department inspection or site verification event - RESOLVED
EVT-0001258,KA-MYS-570016-000254,UDYAM,UDYAM-KR-MYS-2019-000125,RENEWAL,2025-03-20,OK,licence/registration renewal event captured - OK
EVT-0000765,KA-BLRR-561203-000155,LABOUR,LAB-KA-BLRR-2017-000074,ADDRESS_UPDATE,2025-03-18,OK,address correction or amendment signal - OK
EVT-0000684,KA-BLRU-560064-000136,BBMP,BBMP-TL-YELA-2019-000048,COMPLAINT,2025-03-17,NOTICE,citizen/department complaint signal - NOTICE
EVT-0001347,KA-BLRU-560034-000272,SHOP,KAR-SHOP-BLRU-2018-000181,RENEWAL,2025-03-14,PENDING,licence/registration renewal event captured - PENDING
EVT-0000297,KA-BLRU-560043-000058,KSPCB,PCB/BLRU/CTO/2017/00023,COMPLAINT,2025-03-11,RESOLVED,citizen/department complaint signal - RESOLVED
EVT-0000412,KA-BLRU-560068-000080,LABOUR,LAB-KA-BLRU-2018-000037,ADDRESS_UPDATE,2025-03-10,PENDING,address correction or amendment signal - PENDING
EVT-0000644,KA-BLRR-562110-000128,GST,GST-KA-BLRR-2018-000095,COMPLAINT,2025-03-09,RESOLVED,citizen/department complaint signal - RESOLVED
EVT-0000472,KA-BLRU-560059-000092,SHOP,KAR-SHOP-BLRU-2023-000064,TAX_FILING,2025-03-08,OK,tax return or filing activity signal - OK
EVT-0000840,KA-MYS-570001-000169,KSPCB,PCB/MYS/CTE/2021/00076,RENEWAL,2025-03-08,OK,licence/registration renewal event captured - OK
EVT-0001387,KA-BLRR-562157-000281,UDYAM,UDYAM-KR-BLRR-2016-000138,COMPLAINT,2025-03-08,NOTICE,citizen/department complaint signal - NOTICE
EVT-0001001,KA-MYS-570016-000205,BBMP,BBMP-TL-NORT-2017-000082,RENEWAL,2025-03-07,OK,licence/registration renewal event captured - OK
EVT-0001443,KA-BLRR-561203-000294,FACTORY,KFBIS-FAC-BLRR-2020-000130,TAX_FILING,2025-03-07,OK,tax return or filing activity signal - OK
EVT-0001185,KA-MYS-570018-000240,FACTORY,KFBIS-FAC-MYS-2022-000107,INSPECTION,2025-02-28,OK,department inspection or site verification event - OK
EVT-0000494,KA-BLRU-560085-000097,FACTORY,KFBIS-FAC-BLRU-2017-000049,ADDRESS_UPDATE,2025-02-27,PENDING,address correction or amendment signal - PENDING
EVT-0001031,KA-TUM-572101-000211,UDYAM,UDYAM-KR-TUM-2017-000105,TAX_FILING,2025-02-27,PENDING,tax return or filing activity signal - PENDING
EVT-0000491,KA-BLRU-560085-000097,KSPCB,PCB/BLRU/CTE/2016/00040,INSPECTION,2025-02-26,PENDING,department inspection or site verification event - PENDING
EVT-0000936,KA-BLRU-560068-000190,BBMP,BBMP-TL-SOUT-2019-000073,COMPLAINT,2025-02-26,NOTICE,citizen/department complaint signal - NOTICE
EVT-0001336,KA-BLRU-560058-000270,BBMP,BBMP-TL-DASA-2016-000108,INSPECTION,2025-02-25,NOTICE,department inspection or site verification event - NOTICE
EVT-0000868,KA-BLRU-560068-000174,BBMP,BBMP-TL-SOUT-2019-000066,COMPLAINT,2025-02-20,RESOLVED,citizen/department complaint signal - RESOLVED
EVT-0000829,KA-BLRR-562110-000168,GST,GST-KA-BLRR-2023-000130,ADDRESS_UPDATE,2025-02-19,NOTICE,address correction or amendment signal - NOTICE
EVT-0000074,KA-BLRR-562110-000015,GST,GST-KA-BLRR-2023-000010,RENEWAL,2025-02-17,APPROVED,licence/registration renewal event captured - APPROVED
EVT-0000489,KA-BLRU-560085-000097,KSPCB,PCB/BLRU/CTE/2016/00040,CONSENT_APPROVAL,2025-02-17,EXPIRED,pollution consent application/approval signal - EXPIRED
EVT-0000891,KA-MYS-570018-000179,UDYAM,UDYAM-KR-MYS-2023-000085,RENEWAL,2025-02-17,RESOLVED,licence/registration renewal event captured - RESOLVED
EVT-0000071,KA-BLRR-562110-000015,UDYAM,UDYAM-KR-BLRR-2023-000009,COMPLAINT,2025-02-14,NOTICE,citizen/department complaint signal - NOTICE
EVT-0000736,KA-BLRU-560085-000148,GST,GST-KA-BLRU-2024-000111,RENEWAL,2025-02-09,EXPIRED,licence/registration renewal event captured - EXPIRED
EVT-0000004,KA-BLRU-560068-000002,UDYAM,UDYAM-KR-BLRU-2017-000001,ADDRESS_UPDATE,2025-02-08,PENDING,address correction or amendment signal - PENDING
EVT-0000062,KA-MYS-570001-000013,SHOP,KAR-SHOP-MYS-2015-000009,INSPECTION,2025-02-07,EXPIRED,department inspection or site verification event - EXPIRED
EVT-0001164,KA-BLRU-560076-000235,GST,GST-KA-BLRU-2024-000183,RENEWAL,2025-02-06,EXPIRED,licence/registration renewal event captured - EXPIRED
EVT-0000474,KA-BLRU-560059-000092,SHOP,KAR-SHOP-BLRU-2023-000064,COMPLAINT,2025-02-04,NOTICE,citizen/department complaint signal - NOTICE
EVT-0000241,KA-BLRU-560100-000047,FACTORY,KFBIS-FAC-BLRU-2024-000021,COMPLAINT,2025-02-03,NOTICE,citizen/department complaint signal - NOTICE
EVT-0001511,KA-MYS-570016-000309,FACTORY,KFBIS-FAC-MYS-2016-000134,RENEWAL,2025-02-03,NOTICE,licence/registration renewal event captured - NOTICE
EVT-0000260,KA-BLRU-560076-000051,GST,GST-KA-BLRU-2021-000040,COMPLAINT,2025-02-02,OPEN,citizen/department complaint signal - OPEN
EVT-0000475,KA-BLRU-560102-000093,GST,GST-KA-BLRU-2024-000069,RENEWAL,2025-02-02,OK,licence/registration renewal event captured - OK
EVT-0000501,KA-BLRU-560029-000098,KSPCB,PCB/BLRU/CTE/2019/00041,RENEWAL,2025-02-01,OK,licence/registration renewal event captured - OK
EVT-0000388,KA-TUM-572106-000076,FACTORY,KFBIS-FAC-TUM-2016-000036,ADDRESS_UPDATE,2025-01-28,EXPIRED,address correction or amendment signal - EXPIRED
EVT-0000134,KA-BLRU-560068-000026,SHOP,KAR-SHOP-BLRU-2022-000018,RENEWAL,2025-01-26,OK,licence/registration renewal event captured - OK
EVT-0000852,KA-TUM-572106-000171,BBMP,BBMP-TL-TUMA-2018-000064,ADDRESS_UPDATE,2025-01-26,APPROVED,address correction or amendment signal - APPROVED
EVT-0001497,KA-BLRU-560064-000305,GST,GST-KA-BLRU-2024-000243,RENEWAL,2025-01-26,NOTICE,licence/registration renewal event captured - NOTICE
EVT-0000116,KA-MYS-570016-000022,LABOUR,LAB-KA-MYS-2024-000010,COMPLAINT,2025-01-25,RESOLVED,citizen/department complaint signal - RESOLVED
EVT-0000473,KA-BLRU-560059-000092,BBMP,BBMP-TL-WEST-2019-000031,TAX_FILING,2025-01-25,NOTICE,tax return or filing activity signal - NOTICE
EVT-0000952,KA-BLRU-560066-000194,SHOP,KAR-SHOP-BLRU-2015-000130,INSPECTION,2025-01-23,EXPIRED,department inspection or site verification event - EXPIRED
EVT-0000251,KA-BLRU-560043-000049,SHOP,KAR-SHOP-BLRU-2021-000034,TAX_FILING,2025-01-21,RESOLVED,tax return or filing activity signal - RESOLVED
EVT-0000985,KA-MYS-570018-000201,LABOUR,LAB-KA-MYS-2016-000099,INSPECTION,2025-01-21,OK,department inspection or site verification event - OK
EVT-0001053,KA-BLRU-560064-000215,GST,GST-KA-BLRU-2024-000166,INSPECTION,2025-01-20,EXPIRED,department inspection or site verification event - EXPIRED
EVT-0000405,KA-MYS-570016-000079,LABOUR,LAB-KA-MYS-2017-000036,COMPLAINT,2025-01-19,RESOLVED,citizen/department complaint signal - RESOLVED
EVT-0000427,KA-MYS-570016-000082,KSPCB,PCB/MYS/CTE/2023/00035,ADDRESS_UPDATE,2025-01-19,APPROVED,address correction or amendment signal - APPROVED
EVT-0001483,KA-BLRU-560059-000302,GST,GST-KA-BLRU-2016-000242,COMPLAINT,2025-01-19,OPEN,citizen/department complaint signal - OPEN
EVT-0000537,KA-BLRR-562114-000106,BBMP,BBMP-TL-BENG-2017-000040,RENEWAL,2025-01-18,RESOLVED,licence/registration renewal event captured - RESOLVED
EVT-0000496,KA-BLRU-560085-000097,KSPCB,PCB/BLRU/CTE/2016/00040,INSPECTION,2025-01-17,OK,department inspection or site verification event - OK
EVT-0000051,KA-BLRU-560076-000011,SHOP,KAR-SHOP-BLRU-2025-000008,TAX_FILING,2025-01-15,APPROVED,tax return or filing activity signal - APPROVED
EVT-0000574,KA-BLRU-560001-000113,SHOP,KAR-SHOP-BLRU-2024-000074,RENEWAL,2025-01-15,PENDING,licence/registration renewal event captured - PENDING
EVT-0001132,KA-TUM-572101-000229,BBMP,BBMP-TL-TUMA-2023-000087,RENEWAL,2025-01-13,EXPIRED,licence/registration renewal event captured - EXPIRED
EVT-0001292,KA-BLRR-562114-000262,BBMP,BBMP-TL-BENG-2020-000103,ADDRESS_UPDATE,2025-01-13,PENDING,address correction or amendment signal - PENDING
EVT-0000305,KA-MYS-570018-000059,GST,GST-KA-MYS-2024-000047,COMPLAINT,2025-01-12,NOTICE,citizen/department complaint signal - NOTICE
EVT-0000490,KA-BLRU-560085-000097,KSPCB,PCB/BLRU/CTE/2016/00040,COMPLAINT,2025-01-11,NOTICE,citizen/department complaint signal - NOTICE
EVT-0000951,KA-BLRU-560066-000194,GST,GST-KA-BLRU-2015-000148,ADDRESS_UPDATE,2025-01-10,RESOLVED,address correction or amendment signal - RESOLVED
EVT-0000426,KA-MYS-570016-000082,LABOUR,LAB-KA-MYS-2024-000039,ADDRESS_UPDATE,2025-01-09,EXPIRED,address correction or amendment signal - EXPIRED
EVT-0000552,KA-TUM-572101-000109,FACTORY,KFBIS-FAC-TUM-2019-000054,COMPLAINT,2025-01-09,NOTICE,citizen/department complaint signal - NOTICE
EVT-0001441,KA-BLRR-561203-000294,BBMP,BBMP-TL-BENG-2015-000120,ADDRESS_UPDATE,2025-01-09,RESOLVED,address correction or amendment signal - RESOLVED
EVT-0000462,KA-BLRU-560029-000090,SHOP,KAR-SHOP-BLRU-2019-000062,COMPLAINT,2025-01-08,NOTICE,citizen/department complaint signal - NOTICE
EVT-0000503,KA-BLRR-562114-000099,LABOUR,LAB-KA-BLRR-2023-000045,RENEWAL,2025-01-07,OK,licence/registration renewal event captured - OK
EVT-0000607,KA-BLRU-560034-000119,KSPCB,PCB/BLRU/CTE/2022/00053,ADDRESS_UPDATE,2025-01-07,RESOLVED,address correction or amendment signal - RESOLVED
EVT-0000117,KA-MYS-570016-000022,FACTORY,KFBIS-FAC-MYS-2023-000010,INSPECTION,2025-01-06,EXPIRED,department inspection or site verification event - EXPIRED
EVT-0001539,KA-BLRU-560064-000315,LABOUR,LAB-KA-BLRU-2018-000154,COMPLAINT,2025-01-06,OPEN,citizen/department complaint signal - OPEN
EVT-0001235,KA-BLRU-560066-000249,KSPCB,PCB/BLRU/CTO/2025/00110,CONSENT_APPROVAL,2025-01-05,PENDING,pollution consent application/approval signal - PENDING
EVT-0001337,KA-BLRU-560058-000270,LABOUR,LAB-KA-BLRU-2020-000133,INSPECTION,2025-01-04,NOTICE,department inspection or site verification event - NOTICE
EVT-0001576,KA-BLRU-560078-000324,SHOP,KAR-SHOP-BLRU-2021-000217,COMPLAINT,2025-01-04,RESOLVED,citizen/department complaint signal - RESOLVED
EVT-0001493,KA-BLRU-560064-000305,BBMP,BBMP-TL-YELA-2015-000125,COMPLAINT,2025-01-03,OPEN,citizen/department complaint signal - OPEN
EVT-0000113,KA-MYS-570016-000022,LABOUR,LAB-KA-MYS-2024-000010,COMPLAINT,2025-01-01,NOTICE,citizen/department complaint signal - NOTICE
EVT-0000423,KA-MYS-570016-000082,FACTORY,KFBIS-FAC-MYS-2021-000039,COMPLAINT,2024-12-31,NOTICE,citizen/department complaint signal - NOTICE
EVT-0000114,KA-MYS-570016-000022,LABOUR,LAB-KA-MYS-2024-000010,RENEWAL,2024-12-30,NOTICE,licence/registration renewal event captured - NOTICE
EVT-0000984,KA-MYS-570018-000201,SHOP,KAR-SHOP-MYS-2022-000134,ADDRESS_UPDATE,2024-12-30,NOTICE,address correction or amendment signal - NOTICE
EVT-0001578,KA-BLRU-560102-000325,GST,GST-KA-BLRU-2019-000258,TAX_FILING,2024-12-30,EXPIRED,tax return or filing activity signal - EXPIRED
EVT-0000919,KA-BLRU-560001-000186,SHOP,KAR-SHOP-BLRU-2015-000125,TAX_FILING,2024-12-29,NOTICE,tax return or filing activity signal - NOTICE
EVT-0001455,KA-BLRU-560058-000296,LABOUR,LAB-KA-BLRU-2018-000144,RENEWAL,2024-12-29,EXPIRED,licence/registration renewal event captured - EXPIRED
EVT-0001360,KA-BLRR-562114-000274,GST,GST-KA-BLRR-2017-000217,COMPLAINT,2024-12-28,NOTICE,citizen/department complaint signal - NOTICE
EVT-0001551,KA-BLRU-560037-000317,SHOP,KAR-SHOP-BLRU-2022-000212,TAX_FILING,2024-12-28,RESOLVED,tax return or filing activity signal - RESOLVED
EVT-0001275,KA-BLRU-560078-000258,UDYAM,UDYAM-KR-BLRU-2017-000127,ADDRESS_UPDATE,2024-12-26,APPROVED,address correction or amendment signal - APPROVED
EVT-0000492,KA-BLRU-560085-000097,FACTORY,KFBIS-FAC-BLRU-2017-000049,INSPECTION,2024-12-25,RESOLVED,department inspection or site verification event - RESOLVED
EVT-0001317,KA-BLRU-560102-000266,KSPCB,PCB/BLRU/CTE/2022/00119,RENEWAL,2024-12-25,OK,licence/registration renewal event captured - OK
EVT-0000253,KA-BLRU-560102-000050,UDYAM,UDYAM-KR-BLRU-2019-000027,ADDRESS_UPDATE,2024-12-24,APPROVED,address correction or amendment signal - APPROVED
EVT-0001157,KA-BLRU-560064-000234,BBMP,BBMP-TL-YELA-2022-000089,ADDRESS_UPDATE,2024-12-24,PENDING,address correction or amendment signal - PENDING
EVT-0000425,KA-MYS-570016-000082,KSPCB,PCB/MYS/CTE/2023/00035,TAX_FILING,2024-12-23,OK,tax return or filing activity signal - OK
EVT-0001554,KA-BLRU-560037-000317,LABOUR,LAB-KA-BLRU-2021-000156,ADDRESS_UPDATE,2024-12-23,APPROVED,address correction or amendment signal - APPROVED
EVT-0000063,KA-MYS-570001-000013,SHOP,KAR-SHOP-MYS-2015-000009,COMPLAINT,2024-12-22,RESOLVED,citizen/department complaint signal - RESOLVED
EVT-0000613,KA-BLRU-560076-000122,FACTORY,KFBIS-FAC-BLRU-2018-000064,COMPLAINT,2024-12-22,RESOLVED,citizen/department complaint signal - RESOLVED
EVT-0000682,KA-BLRU-560064-000136,BBMP,BBMP-TL-YELA-2019-000048,INSPECTION,2024-12-22,NOTICE,department inspection or site verification event - NOTICE
EVT-0001495,KA-BLRU-560064-000305,GST,GST-KA-BLRU-2024-000243,TAX_FILING,2024-12-22,APPROVED,tax return or filing activity signal - APPROVED
EVT-0000739,KA-BLRU-560085-000148,FACTORY,KFBIS-FAC-BLRU-2022-000074,TAX_FILING,2024-12-21,APPROVED,tax return or filing activity signal - APPROVED
EVT-0001228,KA-BLRR-562110-000247,KSPCB,PCB/BLRR/CTE/2019/00108,ADDRESS_UPDATE,2024-12-21,APPROVED,address correction or amendment signal - APPROVED
EVT-0001233,KA-BLRU-560066-000249,KSPCB,PCB/BLRU/CTO/2025/00110,TAX_FILING,2024-12-19,OK,tax return or filing activity signal - OK
EVT-0000272,KA-BLRU-560037-000054,GST,GST-KA-BLRU-2020-000042,INSPECTION,2024-12-18,NOTICE,department inspection or site verification event - NOTICE
EVT-0001442,KA-BLRR-561203-000294,BBMP,BBMP-TL-BENG-2015-000120,INSPECTION,2024-12-18,EXPIRED,department inspection or site verification event - EXPIRED
EVT-0000550,KA-TUM-572101-000109,KSPCB,PCB/TUM/CTE/2023/00047,ADDRESS_UPDATE,2024-12-17,PENDING,address correction or amendment signal - PENDING
EVT-0001210,KA-BLRR-562157-000245,FACTORY,KFBIS-FAC-BLRR-2023-000109,TAX_FILING,2024-12-17,APPROVED,tax return or filing activity signal - APPROVED
EVT-0000998,KA-MYS-570016-000205,BBMP,BBMP-TL-NORT-2017-000082,INSPECTION,2024-12-15,NOTICE,department inspection or site verification event - NOTICE
EVT-0000638,KA-MYS-570016-000127,LABOUR,LAB-KA-MYS-2020-000062,TAX_FILING,2024-12-14,OK,tax return or filing activity signal - OK
EVT-0001088,KA-MYS-570016-000223,KSPCB,PCB/MYS/CTE/2023/00096,COMPLAINT,2024-12-14,OPEN,citizen/department complaint signal - OPEN
EVT-0000691,KA-MYS-570001-000138,BBMP,BBMP-TL-CENT-2023-000049,TAX_FILING,2024-12-13,OK,tax return or filing activity signal - OK
EVT-0000606,KA-BLRU-560034-000119,KSPCB,PCB/BLRU/CTE/2022/00053,INSPECTION,2024-12-12,RESOLVED,department inspection or site verification event - RESOLVED
EVT-0000999,KA-MYS-570016-000205,BBMP,BBMP-TL-NORT-2017-000082,TAX_FILING,2024-12-12,RESOLVED,tax return or filing activity signal - RESOLVED
EVT-0001486,KA-BLRU-560059-000302,LABOUR,LAB-KA-BLRU-2019-000147,COMPLAINT,2024-12-12,OPEN,citizen/department complaint signal - OPEN
EVT-0000735,KA-BLRU-560085-000148,GST,GST-KA-BLRU-2024-000111,ADDRESS_UPDATE,2024-12-11,NOTICE,address correction or amendment signal - NOTICE
EVT-0001230,KA-BLRU-560058-000248,GST,GST-KA-BLRU-2020-000196,RENEWAL,2024-12-10,EXPIRED,licence/registration renewal event captured - EXPIRED
EVT-0000556,KA-TUM-572101-000109,FACTORY,KFBIS-FAC-TUM-2019-000054,COMPLAINT,2024-12-09,OPEN,citizen/department complaint signal - OPEN
EVT-0000842,KA-MYS-570001-000169,KSPCB,PCB/MYS/CTE/2021/00076,INSPECTION,2024-12-07,OK,department inspection or site verification event - OK
EVT-0000320,KA-TUM-572101-000063,GST,GST-KA-TUM-2020-000050,RENEWAL,2024-12-05,APPROVED,licence/registration renewal event captured - APPROVED
EVT-0000877,KA-BLRU-560102-000176,UDYAM,UDYAM-KR-BLRU-2018-000084,ADDRESS_UPDATE,2024-12-02,APPROVED,address correction or amendment signal - APPROVED
EVT-0000770,KA-BLRR-561203-000155,LABOUR,LAB-KA-BLRR-2017-000074,TAX_FILING,2024-12-01,NOTICE,tax return or filing activity signal - NOTICE
EVT-0000738,KA-BLRU-560085-000148,SHOP,KAR-SHOP-BLRU-2020-000099,RENEWAL,2024-11-29,EXPIRED,licence/registration renewal event captured - EXPIRED
EVT-0001494,KA-BLRU-560064-000305,BBMP,BBMP-TL-YELA-2015-000125,ADDRESS_UPDATE,2024-11-29,PENDING,address correction or amendment signal - PENDING
EVT-0001512,KA-MYS-570016-000309,GST,GST-KA-MYS-2023-000247,TAX_FILING,2024-11-28,EXPIRED,tax return or filing activity signal - EXPIRED
EVT-0000560,KA-BLRU-560102-000111,LABOUR,LAB-KA-BLRU-2024-000055,TAX_FILING,2024-11-27,APPROVED,tax return or filing activity signal - APPROVED
EVT-0000681,KA-BLRU-560064-000136,FACTORY,KFBIS-FAC-BLRU-2017-000069,COMPLAINT,2024-11-26,RESOLVED,citizen/department complaint signal - RESOLVED
EVT-0001254,KA-BLRU-560068-000252,SHOP,KAR-SHOP-BLRU-2023-000166,TAX_FILING,2024-11-26,NOTICE,tax return or filing activity signal - NOTICE
EVT-0001015,KA-MYS-570001-000208,UDYAM,UDYAM-KR-MYS-2022-000102,RENEWAL,2024-11-23,NOTICE,licence/registration renewal event captured - NOTICE
EVT-0001149,KA-BLRR-562157-000232,KSPCB,PCB/BLRR/CTE/2018/00099,COMPLAINT,2024-11-23,OPEN,citizen/department complaint signal - OPEN
EVT-0000514,KA-BLRU-560085-000101,LABOUR,LAB-KA-BLRU-2021-000046,TAX_FILING,2024-11-22,NOTICE,tax return or filing activity signal - NOTICE
EVT-0000737,KA-BLRU-560085-000148,GST,GST-KA-BLRU-2024-000111,INSPECTION,2024-11-22,EXPIRED,department inspection or site verification event - EXPIRED
EVT-0001550,KA-BLRU-560037-000317,SHOP,KAR-SHOP-BLRU-2022-000212,COMPLAINT,2024-11-22,OPEN,citizen/department complaint signal - OPEN
EVT-0000099,KA-BLRR-562110-000019,SHOP,KAR-SHOP-BLRR-2016-000013,INSPECTION,2024-11-21,NOTICE,department inspection or site verification event - NOTICE
EVT-0000422,KA-MYS-570016-000082,FACTORY,KFBIS-FAC-MYS-2021-000039,TAX_FILING,2024-11-21,PENDING,tax return or filing activity signal - PENDING
EVT-0001545,KA-BLRU-560034-000316,KSPCB,PCB/BLRU/CTO/2023/00143,INSPECTION,2024-11-21,OK,department inspection or site verification event - OK
EVT-0001064,KA-BLRU-560029-000218,KSPCB,PCB/BLRU/CTO/2015/00094,INSPECTION,2024-11-19,EXPIRED,department inspection or site verification event - EXPIRED
EVT-0000764,KA-BLRU-560043-000154,GST,GST-KA-BLRU-2015-000117,TAX_FILING,2024-11-18,PENDING,tax return or filing activity signal - PENDING
EVT-0001564,KA-BLRR-562110-000320,GST,GST-KA-BLRR-2018-000253,ADDRESS_UPDATE,2024-11-16,EXPIRED,address correction or amendment signal - EXPIRED
EVT-0000115,KA-MYS-570016-000022,KSPCB,PCB/MYS/CTE/2021/00011,COMPLAINT,2024-11-14,RESOLVED,citizen/department complaint signal - RESOLVED
EVT-0001527,KA-MYS-570018-000313,FACTORY,KFBIS-FAC-MYS-2015-000137,TAX_FILING,2024-11-14,NOTICE,tax return or filing activity signal - NOTICE
EVT-0000497,KA-BLRU-560029-000098,KSPCB,PCB/BLRU/CTE/2019/00041,INSPECTION,2024-11-11,APPROVED,department inspection or site verification event - APPROVED
EVT-0000696,KA-BLRU-560037-000139,BBMP,BBMP-TL-MAHA-2023-000050,ADDRESS_UPDATE,2024-11-10,EXPIRED,address correction or amendment signal - EXPIRED
EVT-0000975,KA-BLRR-562110-000199,UDYAM,UDYAM-KR-BLRR-2023-000095,RENEWAL,2024-11-06,RESOLVED,licence/registration renewal event captured - RESOLVED
EVT-0001582,KA-BLRU-560102-000325,GST,GST-KA-BLRU-2019-000258,INSPECTION,2024-11-06,OK,department inspection or site verification event - OK
EVT-0000557,KA-BLRU-560085-000110,UDYAM,UDYAM-KR-BLRU-2021-000054,ADDRESS_UPDATE,2024-11-05,APPROVED,address correction or amendment signal - APPROVED
EVT-0000424,KA-MYS-570016-000082,FACTORY,KFBIS-FAC-MYS-2021-000039,COMPLAINT,2024-11-03,OPEN,citizen/department complaint signal - OPEN
EVT-0001091,KA-MYS-570016-000223,SHOP,KAR-SHOP-MYS-2018-000147,RENEWAL,2024-11-01,NOTICE,licence/registration renewal event captured - NOTICE
EVT-0000690,KA-MYS-570001-000138,SHOP,KAR-SHOP-MYS-2022-000092,ADDRESS_UPDATE,2024-10-31,PENDING,address correction or amendment signal - PENDING
EVT-0000068,KA-BLRU-560100-000014,FACTORY,KFBIS-FAC-BLRU-2019-000006,TAX_FILING,2024-10-30,OK,tax return or filing activity signal - OK
EVT-0000948,KA-BLRU-560085-000193,GST,GST-KA-BLRU-2019-000147,TAX_FILING,2024-10-21,PENDING,tax return or filing activity signal - PENDING
EVT-0000639,KA-MYS-570016-000127,GST,GST-KA-MYS-2025-000094,TAX_FILING,2024-10-20,EXPIRED,tax return or filing activity signal - EXPIRED
EVT-0000675,KA-BLRU-560043-000134,GST,GST-KA-BLRU-2017-000100,RENEWAL,2024-10-20,NOTICE,licence/registration renewal event captured - NOTICE
EVT-0001469,KA-BLRU-560078-000299,GST,GST-KA-BLRU-2020-000239,INSPECTION,2024-10-20,PENDING,department inspection or site verification event - PENDING
EVT-0000549,KA-BLRU-560064-000108,GST,GST-KA-BLRU-2019-000080,RENEWAL,2024-10-19,PENDING,licence/registration renewal event captured - PENDING
EVT-0001248,KA-BLRU-560102-000251,GST,GST-KA-BLRU-2018-000199,TAX_FILING,2024-10-16,OK,tax return or filing activity signal - OK
EVT-0000002,KA-BLRU-560037-000001,SHOP,KAR-SHOP-BLRU-2016-000001,RENEWAL,2024-10-12,RESOLVED,licence/registration renewal event captured - RESOLVED
EVT-0000085,KA-BLRR-562110-000017,BBMP,BBMP-TL-BENG-2020-000006,RENEWAL,2024-10-09,NOTICE,licence/registration renewal event captured - NOTICE
EVT-0000299,KA-BLRU-560043-000058,SHOP,KAR-SHOP-BLRU-2019-000043,INSPECTION,2024-10-08,EXPIRED,department inspection or site verification event - EXPIRED
EVT-0000304,KA-MYS-570018-000059,GST,GST-KA-MYS-2024-000047,ADDRESS_UPDATE,2024-10-08,OK,address correction or amendment signal - OK
EVT-0001165,KA-BLRU-560076-000235,SHOP,KAR-SHOP-BLRU-2023-000154,ADDRESS_UPDATE,2024-10-08,OK,address correction or amendment signal - OK
EVT-0000958,KA-BLRU-560100-000196,LABOUR,LAB-KA-BLRU-2019-000097,TAX_FILING,2024-10-07,RESOLVED,tax return or filing activity signal - RESOLVED
