gst_record_id,legal_name,trade_name,principal_place_address,district,pin_code,state_code,taxpayer_type,registration_date,gst_status,pan_hash,gstin_hash,source_record_id,entity_id_ground_truth
GST-KA-BLRR-2021-000180,M/S Aditya Tech Enterprises,Aditya Tech Entp,"No 150, C 1st Cr, Bagalur, B'luru Rural, KA - 562157",Bengaluru Rural,562157,29,SEZ Unit,2021-12-02,Active,,,GST-KA-BLRR-2021-000180,ENT-00232
GST-KA-MYS-2023-000181,Srinidhi Traders,Srinidh Traders,"#268, Shed Extension, Hebbal Industrial Area, Mysuru, K'taka - 570016",Mysuru,570016,29,Composition,2023-01-07,Suspended,PAN_144B2AE572B63DB3,GSTIN_14252400B96E6E4F,GST-KA-MYS-2023-000181,ENT-00233
GST-KA-BLRU-2025-000182,M/S Prakruthi Biryani Solutions,Prakruthi Biryani Solutions,"No. 202, B Behind Metro, Yelahanka, Bangalore Urban, KA - 560064",Bengaluru Urban,560064,29,Casual Taxable Person,2025-08-20,Active,PAN_E4DEE4B385129038,GSTIN_5E35136DA83447D1,GST-KA-BLRU-2025-000182,ENT-00234
GST-KA-BLRU-2024-000183,Sahana Industries,Sahana Industries,"#149, B Main Rd, Bannerghatta Road, Bengaluru Urban, K'taka - 560076",Bengaluru Urban,560076,29,SEZ Unit,2024-04-22,Active,PAN_8714F7C507582EA6,GSTIN_18133BB07F6F59F4,GST-KA-BLRU-2024-000183,ENT-00235
GST-KA-BLRU-2022-000184,BHARATH CARGO PVT LTD,Bharath Cargo,"No 196, B Service Road, Koramangala, Bangalore Urban, Karnataka - 560034",Bengaluru Urban,560034,29,Casual Taxable Person,2022-08-16,Cancelled,,,GST-KA-BLRU-2022-000184,ENT-00236
GST-KA-BLRU-2024-000185,SHARMA PRINT ENTERPRISES,Sharma Print Enterprises,"No. 221, B Near Bus Stop, Banashankari, B'luru Urban, Karnataka - 560085",Bengaluru Urban,560085,29,Regular,2024-05-12,Active,,,GST-KA-BLRU-2024-000185,ENT-00237
GST-KA-BLRU-2021-000186,Kaveri Components Entp,KAVERI COMPONENTS ENTP,"#221, B Extension, Jayanagar, Bengaluru Urban, KA - 560078",Bengaluru Urban,560078,29,Casual Taxable Person,2021-06-28,Active,,,GST-KA-BLRU-2021-000186,ENT-00238
GST-KA-TUM-2022-000187,Aditya Labels Entp,ADITYA LABELS ENTERPRISES,"#296, Shed Behind Metro, BH Road, Tumakuru, Karnataka - 572101",Tumakuru,572101,29,Casual Taxable Person,2022-04-05,Active,,,GST-KA-TUM-2022-000187,ENT-00239
GST-KA-MYS-2015-000188,M/S Sahana Industries Co,M/S Sahana Industries Co,"299, Main Road, Nanjangud Road, Mysuru, Karnataka - 570018",Mysuru,570018,29,Casual Taxable Person,2015-03-07,Active,,GSTIN_0CF374A1AB8DE340,GST-KA-MYS-2015-000188,ENT-00240
GST-KA-BLRU-2025-000189,M/S Mysore Biryani Associates,,"No. 96, D 2nd Main, Whitefield Main Rd, Bangalore Urban, K'taka - 560066",Bengaluru Urban,560066,29,Regular,2025-04-04,Active,PAN_16C15F0E7DD2714D,GSTIN_B7D0C5B514E96A62,GST-KA-BLRU-2025-000189,ENT-00241
GST-KA-BLRU-2020-000190,Nisarga Clinic Solutions,Nisarga Clinic Solutions,"No 136, A Main Road, BTM Layout, Bangalore Urban, KA - 560029",Bengaluru Urban,560029,29,Casual Taxable Person,2020-03-16,Cancelled,,,GST-KA-BLRU-2020-000190,ENT-00242
GST-KA-BLRU-2017-000191,SHARMA MOULDING INDUSTRIES,Sharma Moulding Industries,"#106, C Extension, MG Road, Bangalore Urban, KA - 560001",Bengaluru Urban,560029,29,Composition,2017-12-29,Suspended,PAN_204F0D5092A8347D,GSTIN_57E7E5251FF179EF,GST-KA-BLRU-2017-000191,ENT-00243
GST-KA-BLRU-2020-000192,NAVEEN LLP,Naveen,"#214, Plot 3rd Phase, Rajajinagar Industrial Suburb, Bengaluru Urban, K'taka - 560059",Bengaluru Urban,560059,29,Composition,2020-08-08,Suspended,,,GST-KA-BLRU-2020-000192,ENT-00244
GST-KA-BLRR-2022-000193,Sharma Coatings Pvt Ltd,SHARMA COATINGS,"No. 200, D Behind Metro, Bagalur, B'luru Rural, Karnataka - 562157",Bengaluru Rural,562157,29,SEZ Unit,2022-11-28,Suspended,,,GST-KA-BLRR-2022-000193,ENT-00245
GST-KA-BLRU-2025-000194,M/S Ananya Labs Enterprises,,"11, C Near Bus Stop, Banashankari, B'luru Urban, K'taka - 560085",Bengaluru Urban,560085,29,Regular,2025-07-22,Cancelled,PAN_007EEE6A7361AC72,GSTIN_0ACDED13D63CA460,GST-KA-BLRU-2025-000194,ENT-00246
GST-KA-BLRR-2025-000195,Kaveri Associates,Kaveri Associates,"No 12, B Sector, Devanahalli, B'luru Rural, K'taka - 562110",Bengaluru Rural,562110,29,Composition,2025-03-28,Active,PAN_ECAA29CD4AF7D75C,GSTIN_FA7564FF5CAF8A2C,GST-KA-BLRR-2025-000195,ENT-00247
GST-KA-BLRU-2020-000196,Veda Precision Company,VEDA PRECISION COMPANY,"#268, D 1st Cross, Peenya Industrial Area, Bangalore Urban, KA - 560058",Bengaluru Urban,560058,29,SEZ Unit,2020-09-29,Suspended,PAN_B74F2C0A5BD8CC00,GSTIN_FB130C3561A751D6,GST-KA-BLRU-2020-000196,ENT-00248
GST-KA-BLRU-2016-000197,DECCAN PRECISION CO,Deccan Precision Co,"No 182, C Service Road, Whitefield Main Road, Bangalore Urban, Karnataka - 560066",Bengaluru Urban,560066,29,Casual Taxable Person,2016-01-23,Active,,,GST-KA-BLRU-2016-000197,ENT-00249
GST-KA-BLRU-2019-000198,Aarohi Graphics Solutions,,"No. 103, C 3rd Phase, Yelahanka, Bengaluru Urban, K'taka - 560064",Bengaluru Urban,560064,29,Composition,2019-10-28,Active,PAN_D8F6EEA1263F3207,GSTIN_1D367BAFA59215BC,GST-KA-BLRU-2019-000198,ENT-00250
GST-KA-BLRU-2018-000199,M/S Prakruthi Clinic Pvt Ltd,M/S PRAKRUTHI CLINIC,"No. 125, B Behind Metro, HSR Layout, B'luru Urban, K'taka - 560102",Bengaluru Urban,560102,29,SEZ Unit,2018-12-01,Active,PAN_DAC57B21120137A3,,GST-KA-BLRU-2018-000199,ENT-00251
GST-KA-BLRU-2025-000200,M/S Sree Pharma Pvt Ltd,Sree Pharma,"No 275, B 3rd Phase, Bommanahalli, B'luru Urban, KA - 560068",Bengaluru Urban,560068,29,Casual Taxable Person,2025-06-25,Active,PAN_A12F2782E8476B91,,GST-KA-BLRU-2025-000200,ENT-00252
GST-KA-BLRR-2025-000201,Bangalore LLP,Bangalore,"#227, A Service Road, Doddaballapura, Bengaluru Rural, Karnataka - 561203",Bengaluru Rural,561203,29,Regular,2025-01-16,Active,PAN_6B9DF9DD3956D061,,GST-KA-BLRR-2025-000201,ENT-00253
GST-KA-MYS-2019-000202,M/S Srinidhi LLP,Srinidhi,"267, Shed Near Bus Stop, Hebbal Industrial Estate, Mysuru, KA - 570016",Mysuru,570016,29,Casual Taxable Person,2019-04-29,Suspended,,,GST-KA-MYS-2019-000202,ENT-00254
GST-KA-BLRU-2024-000203,Sharma LLP,Sharma,"No. 190, Plot Industrial Layout, Peenya Indl Area, B'luru Urban, KA - 560058",Bengaluru Urban,560058,29,SEZ Unit,2024-05-14,Suspended,PAN_116522B408A1CA95,GSTIN_5FA703E466891DB8,GST-KA-BLRU-2024-000203,ENT-00255
GST-KA-BLRU-2024-000204,Vijaya Industries Works,VIJAYA INDUSTRIES WORKS,"#15, Shed 3rd Phase, Jayanagar, Bangalore Urban, Karnataka - 560078",Bengaluru Urban,560078,29,SEZ Unit,2024-03-09,Suspended,PAN_C7CA821D673ADC5F,,GST-KA-BLRU-2024-000204,ENT-00258
GST-KA-BLRU-2019-000205,Siddhi Packaging Enterprises,Siddhi Packaging Entp,"No 180, Plot Main Rd, Whitefield Main Rd, B'luru Urban, KA - 560066",Bengaluru Urban,560066,29,Composition,2019-08-20,Cancelled,,,GST-KA-BLRU-2019-000205,ENT-00260
GST-KA-BLRU-2018-000206,M/S Veda Print Enterprises,VEDA PRINT ENTERPRISES,"No 4, B Near Bus Stop, BTM Layout, Bengaluru Urban, Karnataka - 560029",Bengaluru Urban,560029,29,Regular,2018-10-03,Suspended,PAN_886A4A6F0D259404,GSTIN_2E301C8AE1604718,GST-KA-BLRU-2018-000206,ENT-00261
GST-KA-MYS-2021-000207,Aditya Polymers Associates,Aditya Polymers Associates,"No 95, Plot Main Road, Devaraja Mohalla, Mysuru, K'taka - 570001",Mysuru,570001,29,Composition,2021-12-04,Active,PAN_C84986319AF8A1A5,GSTIN_1AB7459A556312B2,GST-KA-MYS-2021-000207,ENT-00263
GST-KA-BLRU-2017-000208,Veda Coatings Solutions,Veda Coatings Solutions,"22, D 2nd Main, Whitefield Main Road, Bengaluru Urban, Karnataka - 560066",Bengaluru Urban,560066,29,Composition,2017-10-12,Active,PAN_01C507A5A7DC2335,,GST-KA-BLRU-2017-000208,ENT-00264
GST-KA-BLRU-2015-000209,M/S Sree Print Co,Sree Print Co,"No. 106, A Behind Metro, HSR Layout, Bengaluru Urban, Karnataka - 560102",Bengaluru Urban,560102,29,SEZ Unit,2015-02-22,Suspended,PAN_B5DFDAA871F5A94D,,GST-KA-BLRU-2015-000209,ENT-00266
GST-KA-BLRR-2025-000210,M/S Harsha Meals Industries,M/S Harsha Meals Industries,"284, B Industrial Layout, Bagalur, Bengaluru Rural, KA - 562157",Bengaluru Rural,562157,29,Regular,2025-07-26,Active,PAN_EE09313F3919CA88,GSTIN_A1B934FF0EF1D183,GST-KA-BLRR-2025-000210,ENT-00267
GST-KA-BLRU-2017-000211,VIJAYA MOULDING SOLUTIONS,VIJAYA MOULDING SOLUTIONS,"No 117, Sector, Whitefield Main Road, B'luru Urban, Karnataka - 560066",Bengaluru Urban,560066,29,Casual Taxable Person,2017-12-28,Cancelled,PAN_8902244CF4335CBA,,GST-KA-BLRU-2017-000211,ENT-00268
GST-KA-BLRU-2020-000212,Nisarga Printers Pvt. Ltd.,Nisarga Printers,"No. 209, B 1st Cr, Whitefield Main Road, Bengaluru Urban, KA - 560066",Bengaluru Urban,560066,29,Casual Taxable Person,2020-10-18,Cancelled,PAN_BD3CC4878CF1AE19,,GST-KA-BLRU-2020-000212,ENT-00269
GST-KA-BLRU-2021-000213,M/S Ananya Cafe Entp,M/S Ananya Cafe Enterprises,"#244, Shed 3rd Phase, Peenya Indl Area, Bangalore Urban, K'taka - 560058",Bengaluru Urban,560058,29,Composition,2021-08-05,Suspended,PAN_5EA36CE8DC166754,GSTIN_732F51C60619B150,GST-KA-BLRU-2021-000213,ENT-00270
GST-KA-BLRU-2018-000214,Bangalore Traders,,"No. 249, A Industrial Layout, Whitefield Mn Rd, Bangalore Urban, KA - 560066",Bengaluru Urban,560066,29,Casual Taxable Person,2018-06-05,Suspended,PAN_60CD925D0E1297DD,,GST-KA-BLRU-2018-000214,ENT-00271
GST-KA-BLRU-2019-000215,M/S Ganesh Care Company,Ganesh Care Company,"#290, B 3rd Phase, Koramangala, Bengaluru Urban, Karnataka - 560034",Bengaluru Urban,560034,29,Regular,2019-01-30,Active,PAN_02557CD3CA75CE75,GSTIN_89EF8077A26C36F1,GST-KA-BLRU-2019-000215,ENT-00272
GST-KA-BLRU-2019-000216,MYSORE INDUSTRIES,Mysore Industries,"No. 8, Plot Near Bus Stop, Kalyan Nagar, Bengaluru Urban, K'taka - 560043",Bengaluru Urban,560059,29,Composition,2019-12-29,Active,PAN_B4C355BCADC69F3F,GSTIN_530AE8B3856C3455,GST-KA-BLRU-2019-000216,ENT-00273
GST-KA-BLRR-2017-000217,M/SOmkar Cafe Industries,,"289, B 3rd Phase, Hoskote, Bangalore Rural, KA - 562114",Bengaluru Rural,562114,29,Composition,2017-04-29,Active,PAN_320A87318B8E6992,GSTIN_28F383ECD483D17A,GST-KA-BLRR-2017-000217,ENT-00274
GST-KA-TUM-2018-000218,Harsa Works,Harsha Works,"No 282, D Extension, Antharasanahalli Industrial Estate, Tumakuru, KA - 572106",Tumakuru,572106,29,Composition,2018-12-05,Active,,,GST-KA-TUM-2018-000218,ENT-00275
GST-KA-BLRU-2017-000219,Omkar Mold Traders,M/S Omkar Mold Traders,"No 60, A 1st Cross, BTM Layout, Bangalore Urban, KA - 560029",Bengaluru Urban,560029,29,SEZ Unit,2017-09-11,Active,PAN_3C7D032D6079014B,,GST-KA-BLRU-2017-000219,ENT-00276
GST-KA-BLRU-2022-000220,ASHA CNC LLP,,"No 90, A Industrial Layout, Kalyan Nagar, Bangalore Urban, K'taka - 560043",Bengaluru Urban,560043,29,SEZ Unit,2022-10-19,Active,PAN_E35F91CF1E8B0DBF,GSTIN_8B4FB06493C0F325,GST-KA-BLRU-2022-000220,ENT-00278
GST-KA-BLRU-2020-000221,Varun Traders,,"No. 9, B 3rd Phase, Bannerghatta Road, Bengaluru Urban, K'taka",Bengaluru Urban,560076,29,SEZ Unit,2020-08-15,Active,PAN_77A9C3A3A627552E,,GST-KA-BLRU-2020-000221,ENT-00279
GST-KA-MYS-2022-000222,Nandi Meals Enterprses,NNDI MEALS ENTP,"47, C 3rd Phase, Hebbal Industrial Area, Mysuru, Karnataka - 570016",Mysuru,570016,29,Composition,2022-01-24,Active,PAN_D8632AFDE0961CC9,GSTIN_8FCA6BBB333F9870,GST-KA-MYS-2022-000222,ENT-00280
GST-KA-BLRR-2025-000223,NAVYA GARMENTS WORKS,,"No. 71, A Sector, Bagalur, B'luru Rural, K'taka - 562157",Bengaluru Rural,562157,29,Composition,2025-11-09,Active,PAN_1ECC745C95ED9A63,,GST-KA-BLRR-2025-000223,ENT-00281
GST-KA-MYS-2019-000224,M/S Omkar Coatings Pvt Ltd,,"#22, D Main Rd, Hebbal Indl Area, Mysuru, K'taka",Mysuru,570016,29,Casual Taxable Person,2019-01-22,Active,PAN_AF43DCE1AC1387A9,GSTIN_FD7E0A15512E04DA,GST-KA-MYS-2019-000224,ENT-00282
GST-KA-BLRU-2025-000225,ADITYA MEDS CO,M/S Aditya Meds Co,"No. 110, C Behind Metro, Hebbal, Bangalore Urban, Karnataka - 560024",Bengaluru Urban,560024,29,Composition,2025-11-28,Active,PAN_1BFB605BF7BD8035,,GST-KA-BLRU-2025-000225,ENT-00283
GST-KA-MYS-2020-000226,Prakruthi Packaging Enterprises,Prakruthi Packaging Enterprises,"No. 45, Plot Extension, Devaraja Mohalla, Mysuru, Karnataka - 570001",Mysuru,570001,29,Composition,2020-11-07,Active,,GSTIN_BD587EE3AB59DBDB,GST-KA-MYS-2020-000226,ENT-00284
GST-KA-BLRU-2018-000227,Ananya Chem Industries,Ananya Chem Inds,"No 221, B 3rd Phase, Rajajinagar Industrial Suburb, Bengaluru Urban, K'taka - 560059",Bengaluru Urban,560059,29,Casual Taxable Person,2018-04-16,Cancelled,,GSTIN_C0DEC8E9E783AE32,GST-KA-BLRU-2018-000227,ENT-00285
GST-KA-BLRU-2023-000228,Harsha Works,M/S HARSH WORKS,"274, Plot Sector, Yelahanka, B'luru Urban, Karnataka - 560064",Bengaluru Urban,560064,29,Regular,2023-07-11,Active,PAN_5084A28A7216F336,,GST-KA-BLRU-2023-000228,ENT-00286
GST-KA-BLRU-2021-000229,Prakruthi Packaging Works,M/S PRAKRUTHI PACKAGING WORKS,"No. 107, D 3rd Phase, Kalyan Nagar, Bangalore Urban, KA",Bengaluru Urban,560100,29,SEZ Unit,2021-03-22,Active,,,GST-KA-BLRU-2021-000229,ENT-00287
GST-KA-BLRU-2015-000230,Nandi Moulding Company,M/S Nandi Moulding Co,"#200, Shed Industrial Layout, Bannerghatta Road, B'luru Urban, K'taka - 560076",Bengaluru Urban,560076,29,Composition,2015-02-15,Active,,,GST-KA-BLRU-2015-000230,ENT-00288
GST-KA-BLRU-2021-000231,Aarohi Bakery Associates,Aarohi Bakery Associates,"14, Shed Behind Metro, Bannerghatta Road, Bengaluru Urban, KA - 560076",Bengaluru Urban,560076,29,SEZ Unit,2021-12-18,Cancelled,,,GST-KA-BLRU-2021-000231,ENT-00289
GST-KA-BLRU-2023-000232,M/S DECCAN TOOLS TRADERS,Deccan Tools Traders,"#214, B 2nd Main, Bommanahalli, Bengaluru Urban, Karnataka - 560068",Bengaluru Urban,560068,29,SEZ Unit,2023-08-14,Suspended,,,GST-KA-BLRU-2023-000232,ENT-00290
GST-KA-BLRR-2019-000233,Lakshmi Meds Pvt. Ltd.,M/S LAKSHMI MEDS,"No 279, Shed 1st Cr, Devanahalli, Bangalore Rural, KA - 562110",Bengaluru Rural,562110,29,Casual Taxable Person,2019-01-13,Cancelled,PAN_5D3E13DDB0BCBB69,GSTIN_0AAADD79C4584D25,GST-KA-BLRR-2019-000233,ENT-00291
GST-KA-BLRU-2016-000234,Udupi Health Works,Udupi Health Works,"No. 16, C Service Road, Electronic City, Bengaluru Urban, Karnataka - 560100",Bengaluru Urban,560100,29,Casual Taxable Person,2016-01-23,Active,,,GST-KA-BLRU-2016-000234,ENT-00292
GST-KA-BLRU-2016-000235,Siddhi Works Enterprises,Siddhi Works Enterprises,"No 7, C Main Rd, Bannerghatta Road, Bangalore Urban, KA - 560076",Bengaluru Urban,560076,29,Composition,2016-03-06,Cancelled,PAN_340F784F33AB8AE7,GSTIN_03C304D422D93C74,GST-KA-BLRU-2016-000235,ENT-00293
GST-KA-BLRU-2025-000236,Lakshmi Kitchen Pvt Ltd,Lakshmi Kitchen,"No 91, A 1st Cr, Hebbal, B'luru Urban, K'taka - 560024",Bengaluru Urban,560058,29,Composition,2025-10-21,Active,,GSTIN_D99EB2967262E860,GST-KA-BLRU-2025-000236,ENT-00295
GST-KA-BLRU-2019-000237,M/S MYSORE HEALTH INDUSTRIES,,"No. 234, Shed Near Bus Stop, Bommanahalli, Bangalore Urban, K'taka - 560068",Bengaluru Urban,560068,29,Regular,2019-01-14,Cancelled,PAN_308BE40192FDD51E,GSTIN_03941D2CB49CD7A4,GST-KA-BLRU-2019-000237,ENT-00297
GST-KA-TUM-2019-000238,M/S Aditya Wors,ADITYA WORKS,"211, A 1st Cross, Antharasanahalli Indl Area, Tumakuru, KA - 572106",Tumakuru,572106,29,Composition,2019-08-31,Cancelled,,,GST-KA-TUM-2019-000238,ENT-00298
GST-KA-BLRU-2020-000239,Srinidhi Press Works,Srinidhi Press Works,"#262, Industrial Layout, Jayanagar, Bengaluru Urban, Karnataka - 560078",Bengaluru Urban,560078,29,Composition,2020-02-04,Active,PAN_0695D41947A6DA78,GSTIN_7FC3774240BCFAB7,GST-KA-BLRU-2020-000239,ENT-00299
GST-KA-BLRU-2025-000240,Varun Systems Solutions,M/S Varun Systems Solutions,"No. 165, D Near Bus Stop, Electronic City, Bangalore Urban, KA - 560100",Bengaluru Urban,560100,29,Casual Taxable Person,2025-07-14,Active,,,GST-KA-BLRU-2025-000240,ENT-00300
GST-KA-BLRU-2021-000241,Vijaya Fashions Pvt Ltd,Vijaya Fashios,"No 216, C Main Road, Yelahanka, Bengaluru Urban, K'taka - 560064",Bengaluru Urban,560064,29,Composition,2021-11-17,Cancelled,PAN_0C5D219EF79CC50A,GSTIN_F0D344EE6AD05725,GST-KA-BLRU-2021-000241,ENT-00301
GST-KA-BLRU-2016-000242,M/S Kaveri Wear Works,Kaveri Wear Works,"No. 12, A Sector, Rajajinagar Industrial Suburb, Bengaluru Urban, KA - 560059",Bengaluru Urban,560059,29,SEZ Unit,2016-06-26,Suspended,PAN_A130EDFFBA2977DA,GSTIN_9C5C1B045D4754EC,GST-KA-BLRU-2016-000242,ENT-00302
GST-KA-BLRU-2024-000243,M/S Omkar Healt Entp,OMKAR HEALTH ENTERPRISES,"#149, D Service Road, Yelahanka, Bengaluru Urban, KA - 560064",Bengaluru Urban,560064,29,Casual Taxable Person,2024-01-16,Active,PAN_4A10532E4A0D9594,,GST-KA-BLRU-2024-000243,ENT-00305
GST-KA-BLRU-2021-000244,Nandi Moulding Company,Nandi Moulding Compny,"170, B Near Bus Stop, MG Road, Bangalore Urban, Karnataka - 560001",Bengaluru Urban,560001,29,Casual Taxable Person,2021-01-25,Active,PAN_B9DDF2E289A879D8,GSTIN_4921394781DD0620,GST-KA-BLRU-2021-000244,ENT-00306
GST-KA-BLRU-2025-000245,M/S Udupi Cafe Pvt Ltd,UDUPI CAFE,"#172, B Sector, HSR Layout, B'luru Urban, KA - 560102",Bengaluru Urban,560102,29,Regular,2025-04-01,Active,PAN_2E782F96A8964532,GSTIN_72EF44158266CEBF,GST-KA-BLRU-2025-000245,ENT-00307
GST-KA-BLRU-2020-000246,Sree Mold Traders,Sree Mold Traders,"No 17, 1st Crs, Peenya Industrial Estate, B'luru Urban, K'taka - 560058",Bengaluru Urban,560058,29,Composition,2020-08-03,Cancelled,PAN_153B70075AA2AC57,,GST-KA-BLRU-2020-000246,ENT-00308
GST-KA-MYS-2023-000247,HARSHA PVT LTD,HARSHA,"220, Extension, Hebbal Industrial Area, Mysuru, KA - 570016",Mysuru,570016,29,Casual Taxable Person,2023-07-01,Active,,,GST-KA-MYS-2023-000247,ENT-00309
GST-KA-TUM-2024-000248,Sree Tech Associates,Sree Tech Associates,"#285, B Industrial Layout, Antharasanahalli Industrial Area, Tumakuru, K'taka - 572106",Tumakuru,572106,29,Composition,2024-03-19,Active,PAN_D6C3B96359D24C06,GSTIN_1834EBFC01E359A0,GST-KA-TUM-2024-000248,ENT-00310
GST-KA-BLRU-2017-000249,BANGALORE INDUSTRIES LLP,BANGALORE INDS,"No. 104, D Extension, Whitefield Mn Rd, B'luru Urban, K'taka - 560066",Bengaluru Urban,560066,29,SEZ Unit,2017-12-16,Active,PAN_776AB1C211DDC571,GSTIN_707D68C23B8283C4,GST-KA-BLRU-2017-000249,ENT-00311
GST-KA-BLRU-2019-000250,Kaveri Coatings Solutions,Kaveri Coatings Solutions,"257, A Mn Rd, Yelahanka, Bangalore Urban, KA - 560064",Bengaluru Urban,560064,29,Casual Taxable Person,2019-08-03,Active,PAN_C652EA3CE99C21E7,,GST-KA-BLRU-2019-000250,ENT-00315
GST-KA-MYS-2024-000251,Lakshm LLP,M/S Lakshmi,"No 177, C Service Road, Hebbal Indl Area, Mysuru, K'taka - 570016",Mysuru,570016,29,Regular,2024-06-21,Active,PAN_92FF94FCE953FC3F,GSTIN_F7F9AE04985405E5,GST-KA-MYS-2024-000251,ENT-00318
GST-KA-BLRU-2024-000252,Ganesh Medical Solutions,,"No 213, Plot 1st Cross, Banashankari, B'luru Urban, KA - 560085",Bengaluru Urban,560085,29,Casual Taxable Person,2024-08-03,Active,PAN_1BA552F563543DB2,GSTIN_931C9DE43042105B,GST-KA-BLRU-2024-000252,ENT-00319
GST-KA-BLRR-2018-000253,Navya Industrial Co,,"203, D Extension, Devanahalli, Bengaluru Rural, K'taka - 562110",Bengaluru Rural,562110,29,Casual Taxable Person,2018-08-30,Active,,,GST-KA-BLRR-2018-000253,ENT-00320
GST-KA-BLRU-2025-000254,Asha Packaging Entp,Asha Packaging Enterprises,"150, A Sector, Whitefield Main Rd, Bengaluru Urban, KA - 560066",Bengaluru Urban,560066,29,Casual Taxable Person,2025-04-15,Active,PAN_14CB0D17B8284526,GSTIN_3143A7FEA3B2960E,GST-KA-BLRU-2025-000254,ENT-00321
GST-KA-MYS-2025-000255,M/S Nisarga Circuits Enterprises,,"239, C Extension, Nanjangud Road, Mysuru, KA - 570018",Mysuru,570018,29,Composition,2025-05-16,Active,,,GST-KA-MYS-2025-000255,ENT-00322
GST-KA-BLRU-2023-000256,SREE ENTERPRISES,SreeEnterprises,"132, B Service Road, Electronic City, Bangalore Urban, Karnataka",Bengaluru Urban,560100,29,Casual Taxable Person,2023-04-06,Active,,,GST-KA-BLRU-2023-000256,ENT-00323
GST-KA-BLRU-2024-000257,Varun Inds,Varun Industries,"No. 206, C Industrial Layout, Jayanagar, B'luru Urban, KA - 560078",Bengaluru Urban,560078,29,Regular,2024-03-22,Active,,,GST-KA-BLRU-2024-000257,ENT-00324
GST-KA-BLRU-2019-000258,Naveen Medical Solutions,,"No. 158, Extension, HSR Layout, Bengaluru Urban, K'taka - 560102",Bengaluru Urban,560102,29,SEZ Unit,2019-07-17,Suspended,,,GST-KA-BLRU-2019-000258,ENT-00325
