entity_id,legal_name,trade_name,business_type,business_category,nic_code,pollution_category,district,district_code,pin_code,locality,zone,ward,canonical_address,pan_hash,gstin_hash,udyam_hash,phone,email,incorporation_date,employee_count,turnover_band_lakh
ENT-00151,Lakshmi Graphics Solutions,Lakshmi Graphics Solutions,Printing / Packaging,Manufacturing,1811,Orange,Bengaluru Rural,BLRR,562114,Hoskote,Bengaluru Rural,Ward-R04,"No 176, A Extension, Hoskote, Bengaluru Rural, Karnataka - 562114",PAN_E0145D13004EEF42,GSTIN_A70451773FBA83C8,,9001195906,,2022-07-28,85,10-25
ENT-00152,Meghana Machining Works,Meghana Machining Works,Machine Tools,Manufacturing,2819,Orange,Bengaluru Urban,BLRU,560066,Whitefield Main Road,Mahadevapura,Ward-083,"No 182, B Main Road, Whitefield Main Road, Bengaluru Urban, Karnataka - 560066",PAN_0192D2CF32EDE07B,GSTIN_165B67D7C09F2F11,UDYAM_BDC8AD1198FCFEC7,9001203825,contact0152@examplebiz.in,2016-10-23,10,10-25
ENT-00153,Sahana Kitchen Solutions,Sahana Kitchen Solutions,Restaurant / Cafe,Service,5610,Green,Bengaluru Urban,BLRU,560058,Peenya Industrial Area,Dasarahalli,Ward-038,"No 223, B Industrial Layout, Peenya Industrial Area, Bengaluru Urban, Karnataka - 560058",PAN_940AFB831AD7678B,GSTIN_769BF5CF37091846,,,contact0153@examplebiz.in,2025-08-17,4,25-50
ENT-00154,Navya Trans Co,Navya Trans Co,Logistics / Warehouse,Service,5210,Green,Bengaluru Urban,BLRU,560043,Kalyan Nagar,East,Ward-025,"No 106, A 1st Cross, Kalyan Nagar, Bengaluru Urban, Karnataka - 560043",PAN_D4524C092CF0FE77,GSTIN_F25A2EDB61222091,,9001219663,,2018-04-24,3,25-50
ENT-00155,Aditya Chem Co,Aditya Chem Co,Chemical Blending,Manufacturing,2029,Red,Bengaluru Rural,BLRR,561203,Doddaballapura,Bengaluru Rural,Ward-R09,"No 57, C 3rd Phase, Doddaballapura, Bengaluru Rural, Karnataka - 561203",PAN_EE1E19D51BFC0853,GSTIN_CCFB376977FBAAC0,,,,2025-01-02,5,10-25
ENT-00156,Mysore Industries,Mysore Industries,Food Processing,Manufacturing,1030,Orange,Bengaluru Urban,BLRU,560085,Banashankari,South,Ward-182,"No 23, Near Bus Stop, Banashankari, Bengaluru Urban, Karnataka - 560085",PAN_F6EFF2E6DAC8C473,GSTIN_0DCC70D3FA4F33EB,UDYAM_1F9C6C683DD12F82,9001235501,contact0156@examplebiz.in,2013-07-10,8,10-25
ENT-00157,Naveen Coatings Co,Naveen Coatings Co,Chemical Blending,Manufacturing,2029,Red,Bengaluru Urban,BLRU,560059,Rajajinagar Industrial Suburb,West,Ward-067,"No 154, A Behind Metro, Rajajinagar Industrial Suburb, Bengaluru Urban, Karnataka - 560059",PAN_4CECF5C23824B804,GSTIN_7F5BC7ED3E39D58B,,9001243420,,2022-12-29,8,0-10
ENT-00158,Omkar Labs Co,Omkar Labs Co,Chemical Blending,Manufacturing,2029,Red,Bengaluru Urban,BLRU,560068,Bommanahalli,South,Ward-175,"No 94, Shed 3rd Phase, Bommanahalli, Bengaluru Urban, Karnataka - 560068",PAN_A83124CF6FFE9314,GSTIN_3657D3C65B08B549,,,,2024-06-10,5,25-50
ENT-00159,Bangalore Machining Co,Bangalore Machining Co,Machine Tools,Manufacturing,2819,Orange,Tumakuru,TUM,572106,Antharasanahalli Industrial Area,Tumakuru,Ward-T12,"No 257, D Industrial Layout, Antharasanahalli Industrial Area, Tumakuru, Karnataka - 572106",PAN_C253452455C25653,GSTIN_389B4747CEC72983,UDYAM_88FCB70C071FF8BD,9001259258,,2023-12-22,18,500+
ENT-00160,Srinidhi Bites Co,Srinidhi Bites Co,Restaurant / Cafe,Service,5610,Green,Tumakuru,TUM,572106,Antharasanahalli Industrial Area,Tumakuru,Ward-T12,"No 250, Plot Main Road, Antharasanahalli Industrial Area, Tumakuru, Karnataka - 572106",,,,,,2020-06-11,12,50-100
ENT-00161,Bangalore Apparels Enterprises,Bangalore Apparels Enterprises,Textile / Garments,Manufacturing,1410,Green,Bengaluru Urban,BLRU,560064,Yelahanka,Yelahanka,Ward-004,"No 61, D Behind Metro, Yelahanka, Bengaluru Urban, Karnataka - 560064",PAN_188F0257D655F65E,,UDYAM_CEC0B6482D141828,9001275096,contact0161@examplebiz.in,2017-10-15,10,0-10
ENT-00162,Ananya CNC LLP,Ananya CNC,Machine Tools,Manufacturing,2819,Orange,Bengaluru Urban,BLRU,560037,Whitefield,Mahadevapura,Ward-085,"No 279, Main Road, Whitefield, Bengaluru Urban, Karnataka - 560037",PAN_B48DAB13DA2391E4,GSTIN_B25AA9056E3DE320,UDYAM_512C5935214F7494,9001283015,,2025-01-06,52,50-100
ENT-00163,Asha Clinic Solutions,Asha Clinic Solutions,Pharmacy / Medical Retail,Retail,4772,Green,Bengaluru Rural,BLRR,562114,Hoskote,Bengaluru Rural,Ward-R04,"No 231, Shed Near Bus Stop, Hoskote, Bengaluru Rural, Karnataka - 562114",PAN_4BF31E197F6C8CA4,GSTIN_560A2EA424DB741C,UDYAM_725F6231D2FB35A5,9001290934,,2013-08-14,18,50-100
ENT-00164,Sahana Kitchen Solutions,Sahana Kitchen Solutions,Electronics Assembly,Manufacturing,2610,Orange,Bengaluru Urban,BLRU,560058,Peenya Industrial Area,Dasarahalli,Ward-038,"No 49, C 2nd Main, Peenya Industrial Area, Bengaluru Urban, Karnataka - 560058",PAN_803503E53FF5E31D,,UDYAM_DC72CF2980422F1A,9001298853,contact0164@examplebiz.in,2022-07-28,8,25-50
ENT-00165,Varun Dine Company,Varun Dine Company,Restaurant / Cafe,Service,5610,Green,Bengaluru Rural,BLRR,562110,Devanahalli,Bengaluru Rural,Ward-R01,"No 101, A Service Road, Devanahalli, Bengaluru Rural, Karnataka - 562110",PAN_7029FA0EFB74974C,,UDYAM_D1B8F889D2EC3579,9001306772,,2025-09-19,180,25-50
ENT-00166,Sharma Electronics Solutions,Sharma Electronics Solutions,Electronics Assembly,Manufacturing,2610,Orange,Bengaluru Urban,BLRU,560001,MG Road,East,Ward-111,"No 75, C Behind Metro, MG Road, Bengaluru Urban, Karnataka - 560001",PAN_84F7688E85795BE8,GSTIN_548155C09F71AF1A,,9001314691,contact0166@examplebiz.in,2014-11-13,180,10-25
ENT-00167,Asha Labs Solutions,Asha Labs Solutions,Chemical Blending,Manufacturing,2029,Red,Bengaluru Urban,BLRU,560024,Hebbal,Yelahanka,Ward-021,"No 94, B 3rd Phase, Hebbal, Bengaluru Urban, Karnataka - 560024",PAN_265833F26CD00F77,GSTIN_78EC02771BC73E95,UDYAM_E305EF376AAD5345,9001322610,,2015-07-25,2,50-100
ENT-00168,Ganesh Kitchen LLP,Ganesh Kitchen,Restaurant / Cafe,Service,5610,Green,Bengaluru Rural,BLRR,562110,Devanahalli,Bengaluru Rural,Ward-R01,"No 166, A 3rd Phase, Devanahalli, Bengaluru Rural, Karnataka - 562110",PAN_0FFB79AD5EBE17FE,GSTIN_C17103B3F3BB5FAE,UDYAM_9E4E3D37965A3A33,9001330529,contact0168@examplebiz.in,2023-05-02,3,10-25
ENT-00169,Asha Bakery Co,Asha Bakery Co,Food Processing,Manufacturing,1030,Orange,Mysuru,MYS,570001,Devaraja Mohalla,Central,Ward-M01,"No 164, Shed Near Bus Stop, Devaraja Mohalla, Mysuru, Karnataka - 570001",PAN_12B94F06E81BCB0C,GSTIN_6C6D3034F7785EC9,UDYAM_C20580405F2B3956,9001338448,contact0169@examplebiz.in,2016-07-15,4,10-25
ENT-00170,Bharath Spices LLP,Bharath Spices,Food Processing,Manufacturing,1030,Orange,Bengaluru Urban,BLRU,560066,Whitefield Main Road,Mahadevapura,Ward-083,"No 172, D 2nd Main, Whitefield Main Road, Bengaluru Urban, Karnataka - 560066",PAN_7D7BC57C3FD1E39E,GSTIN_830ACDBF307FADDD,UDYAM_3C2A4999085EC3A4,9001346367,contact0170@examplebiz.in,2017-02-11,4,500+
ENT-00171,Vijaya Fashions Works,Vijaya Fashions Works,Textile / Garments,Manufacturing,1410,Green,Tumakuru,TUM,572106,Antharasanahalli Industrial Area,Tumakuru,Ward-T12,"No 16, Shed Extension, Antharasanahalli Industrial Area, Tumakuru, Karnataka - 572106",PAN_EA6738D6060A4803,,UDYAM_3B9F909169AC0625,9001354286,,2025-12-08,8,25-50
ENT-00172,Asha Solutions,Asha Solutions,Food Processing,Manufacturing,1030,Orange,Bengaluru Urban,BLRU,560024,Hebbal,Yelahanka,Ward-021,"No 145, D Main Road, Hebbal, Bengaluru Urban, Karnataka - 560024",PAN_7E0AFBC218C19E04,GSTIN_DB66BF7FD5F1EBE6,UDYAM_6981C3401F2EE335,9001362205,,2023-05-13,5,50-100
ENT-00173,Nisarga Trans Enterprises,Nisarga Trans Enterprises,Logistics / Warehouse,Service,5210,Green,Bengaluru Urban,BLRU,560024,Hebbal,Yelahanka,Ward-021,"No 28, D Main Road, Hebbal, Bengaluru Urban, Karnataka - 560024",PAN_6FA5D102B0802FD2,,UDYAM_D80184544CB19349,,,2025-02-16,3,50-100
ENT-00174,Bharath Medical Solutions,Bharath Medical Solutions,Pharmacy / Medical Retail,Retail,4772,Green,Bengaluru Urban,BLRU,560068,Bommanahalli,South,Ward-175,"No 154, Plot 2nd Main, Bommanahalli, Bengaluru Urban, Karnataka - 560068",PAN_EFE3DF4586D4B3F2,GSTIN_C202EF96108DD37F,,,,2022-12-17,10,0-10
ENT-00175,Prakruthi LLP,Prakruthi,Textile / Garments,Manufacturing,1410,Green,Bengaluru Urban,BLRU,560085,Banashankari,South,Ward-182,"No 199, C Near Bus Stop, Banashankari, Bengaluru Urban, Karnataka - 560085",PAN_4DD2A522F0DB6ACD,,,9001385962,contact0175@examplebiz.in,2021-08-02,12,25-50
ENT-00176,Siddhi Warehouse Solutions,Siddhi Warehouse Solutions,Logistics / Warehouse,Service,5210,Green,Bengaluru Urban,BLRU,560102,HSR Layout,Bommanahalli,Ward-174,"No 267, Shed 3rd Phase, HSR Layout, Bengaluru Urban, Karnataka - 560102",PAN_2021D2F9EB08E2D5,,,,contact0176@examplebiz.in,2020-01-14,2,0-10
ENT-00177,Srinidhi Health Traders,Srinidhi Health Traders,Pharmacy / Medical Retail,Retail,4772,Green,Mysuru,MYS,570001,Devaraja Mohalla,Central,Ward-M01,"No 246, A 3rd Phase, Devaraja Mohalla, Mysuru, Karnataka - 570001",PAN_952D416D1A8B6D22,GSTIN_AB07863ECBC9E6AF,,,contact0177@examplebiz.in,2022-06-20,4,0-10
ENT-00178,Kaveri Meds Associates,Kaveri Meds Associates,Pharmacy / Medical Retail,Retail,4772,Green,Mysuru,MYS,570018,Nanjangud Road,South,Ward-M32,"No 263, C 2nd Main, Nanjangud Road, Mysuru, Karnataka - 570018",PAN_2502FA64CD137C23,,,,contact0178@examplebiz.in,2013-03-31,36,100-500
ENT-00179,Sree Associates,Sree Associates,Machine Tools,Manufacturing,2819,Orange,Mysuru,MYS,570018,Nanjangud Road,South,Ward-M32,"No 100, D Behind Metro, Nanjangud Road, Mysuru, Karnataka - 570018",PAN_443548D4FCAC7E34,GSTIN_41D7D746C621CE75,UDYAM_9651B69054FAFA2F,9001417638,,2012-06-08,3,50-100
ENT-00180,Varun Industrial Associates,Varun Industrial Associates,Chemical Blending,Manufacturing,2029,Red,Mysuru,MYS,570018,Nanjangud Road,South,Ward-M32,"No 6, Shed Sector, Nanjangud Road, Mysuru, Karnataka - 570018",PAN_DEACB0B71AC5AC17,GSTIN_37D541549F79EC13,UDYAM_0E1B877BEE537638,9001425557,contact0180@examplebiz.in,2021-12-27,10,25-50
ENT-00181,Srinidhi Injection Enterprises,Srinidhi Injection Enterprises,Plastic Moulding,Manufacturing,2220,Red,Bengaluru Urban,BLRU,560076,Bannerghatta Road,South,Ward-177,"No 49, Service Road, Bannerghatta Road, Bengaluru Urban, Karnataka - 560076",PAN_42A380FB9E72991F,GSTIN_40F797D77A68121F,,9001433476,contact0181@examplebiz.in,2019-05-15,5,100-500
ENT-00182,Sri Pvt Ltd,Sri,Printing / Packaging,Manufacturing,1811,Orange,Bengaluru Urban,BLRU,560102,HSR Layout,Bommanahalli,Ward-174,"No 207, Plot 1st Cross, HSR Layout, Bengaluru Urban, Karnataka - 560102",PAN_26E0A43E9CA80BBE,GSTIN_F448A92D3089D6A0,UDYAM_98B4ABF624CAF504,,,2020-05-05,5,0-10
ENT-00183,Ravi Agro Associates,Ravi Agro Associates,Food Processing,Manufacturing,1030,Orange,Bengaluru Rural,BLRR,562114,Hoskote,Bengaluru Rural,Ward-R04,"No 247, Shed Main Road, Hoskote, Bengaluru Rural, Karnataka - 562114",PAN_E7299C62BC6CC897,GSTIN_A85500D8880D9924,UDYAM_7D727F6F72C81CFD,,contact0183@examplebiz.in,2022-08-03,12,10-25
ENT-00184,Varun Components LLP,Varun Components,Electronics Assembly,Manufacturing,2610,Orange,Bengaluru Urban,BLRU,560066,Whitefield Main Road,Mahadevapura,Ward-083,"No 221, B Behind Metro, Whitefield Main Road, Bengaluru Urban, Karnataka - 560066",PAN_556CEA8023E9B203,GSTIN_B4E488A204BE9D5C,,9001457233,contact0184@examplebiz.in,2015-06-23,120,10-25
ENT-00185,Sharma Pvt Ltd,Sharma,Plastic Moulding,Manufacturing,2220,Red,Mysuru,MYS,570018,Nanjangud Road,South,Ward-M32,"No 117, C 2nd Main, Nanjangud Road, Mysuru, Karnataka - 570018",PAN_53FF0F575981F6E7,GSTIN_F900BAE2A1B73BEE,UDYAM_0EB9F5284FA8C47C,9001465152,contact0185@examplebiz.in,2024-07-30,180,500+
ENT-00186,Nisarga Enterprises,Nisarga Enterprises,Textile / Garments,Manufacturing,1410,Green,Bengaluru Urban,BLRU,560001,MG Road,East,Ward-111,"No 143, Main Road, MG Road, Bengaluru Urban, Karnataka - 560001",PAN_EFC12353CD271A6C,GSTIN_309A53BC80608FA5,,9001473071,contact0186@examplebiz.in,2022-12-19,12,0-10
ENT-00187,Varun Industries Industries,Varun Industries Industries,Machine Tools,Manufacturing,2819,Orange,Bengaluru Rural,BLRR,561203,Doddaballapura,Bengaluru Rural,Ward-R09,"No 155, Shed Near Bus Stop, Doddaballapura, Bengaluru Rural, Karnataka - 561203",,,UDYAM_5EB38121EDC508F8,9001480990,contact0187@examplebiz.in,2023-05-16,120,100-500
ENT-00188,Lakshmi Solvents Company,Lakshmi Solvents Company,Chemical Blending,Manufacturing,2029,Red,Bengaluru Urban,BLRU,560029,BTM Layout,South,Ward-176,"No 278, Extension, BTM Layout, Bengaluru Urban, Karnataka - 560029",PAN_068348B7FFFBEC72,,,9001488909,,2012-01-22,18,25-50
ENT-00189,Sahana Apparels Co,Sahana Apparels Co,Textile / Garments,Manufacturing,1410,Green,Bengaluru Urban,BLRU,560037,Whitefield,Mahadevapura,Ward-085,"No 233, D Behind Metro, Whitefield, Bengaluru Urban, Karnataka - 560037",PAN_82BF0A28E48531E5,GSTIN_4B2BED23B3F6EB55,UDYAM_7888386A935B3AC6,9001496828,,2019-04-03,4,25-50
ENT-00190,Veda Meds Works,Veda Meds Works,Pharmacy / Medical Retail,Retail,4772,Green,Bengaluru Urban,BLRU,560068,Bommanahalli,South,Ward-175,"No 163, C Near Bus Stop, Bommanahalli, Bengaluru Urban, Karnataka - 560068",PAN_6C333D0DA1415420,,,9001504747,contact0190@examplebiz.in,2016-12-24,2,25-50
ENT-00191,Siddhi Warehouse Industries,Siddhi Warehouse Industries,Logistics / Warehouse,Service,5210,Green,Bengaluru Rural,BLRR,561203,Doddaballapura,Bengaluru Rural,Ward-R09,"No 164, A Industrial Layout, Doddaballapura, Bengaluru Rural, Karnataka - 561203",PAN_6D3D10F5B962078B,GSTIN_9D678C75C70F73FC,UDYAM_829AE7FB9B589A5E,,,2025-01-26,85,50-100
ENT-00192,Navya Solvents Pvt Ltd,Navya Solvents,Chemical Blending,Manufacturing,2029,Red,Bengaluru Urban,BLRU,560059,Rajajinagar Industrial Suburb,West,Ward-067,"No 105, B Service Road, Rajajinagar Industrial Suburb, Bengaluru Urban, Karnataka - 560059",PAN_BA965A612193B3F3,GSTIN_B507AFC6DD5E4ACD,UDYAM_3A86475F162A66CD,,contact0192@examplebiz.in,2022-08-15,3,50-100
ENT-00193,Meghana Polymers Associates,Meghana Polymers Associates,Plastic Moulding,Manufacturing,2220,Red,Bengaluru Urban,BLRU,560085,Banashankari,South,Ward-182,"No 197, Shed Industrial Layout, Banashankari, Bengaluru Urban, Karnataka - 560085",,,,9001528504,,2018-08-09,2,100-500
ENT-00194,Nisarga Trans Works,Nisarga Trans Works,Logistics / Warehouse,Service,5210,Green,Bengaluru Urban,BLRU,560066,Whitefield Main Road,Mahadevapura,Ward-083,"No 142, A Service Road, Whitefield Main Road, Bengaluru Urban, Karnataka - 560066",PAN_19E3602EC3E7F9DD,GSTIN_A275A236525E87C0,UDYAM_91D8E4A5A830D473,,contact0194@examplebiz.in,2015-05-08,10,10-25
ENT-00195,Meghana Moulding Industries,Meghana Moulding Industries,Plastic Moulding,Manufacturing,2220,Red,Bengaluru Urban,BLRU,560058,Peenya Industrial Area,Dasarahalli,Ward-038,"No 26, B Extension, Peenya Industrial Area, Bengaluru Urban, Karnataka - 560058",,,UDYAM_02B61BECC5693E13,,,2013-06-20,180,25-50
ENT-00196,Sri Foods Company,Sri Foods Company,Food Processing,Manufacturing,1030,Orange,Bengaluru Urban,BLRU,560100,Electronic City,Bommanahalli,Ward-192,"No 116, B Extension, Electronic City, Bengaluru Urban, Karnataka - 560100",PAN_5A084B2D7EF42452,GSTIN_66BB558DEFC53F1C,UDYAM_4B932D9EF378766B,9001552261,contact0196@examplebiz.in,2023-06-03,85,25-50
ENT-00197,Prakruthi Bites Company,Prakruthi Bites Company,Restaurant / Cafe,Service,5610,Green,Bengaluru Urban,BLRU,560068,Bommanahalli,South,Ward-175,"No 31, A Behind Metro, Bommanahalli, Bengaluru Urban, Karnataka - 560068",PAN_31DE7007C23C8D02,GSTIN_8CF36EEFA70284B0,UDYAM_51C1C3FBF4079021,9001560180,,2017-01-03,120,25-50
ENT-00198,Kaveri Bakery LLP,Kaveri Bakery,Food Processing,Manufacturing,1030,Orange,Bengaluru Urban,BLRU,560059,Rajajinagar Industrial Suburb,West,Ward-067,"No 17, B Industrial Layout, Rajajinagar Industrial Suburb, Bengaluru Urban, Karnataka - 560059",PAN_24B8B450EBF0B685,GSTIN_07E7908BE95AAFBE,UDYAM_8257D1FEE95102A8,,,2021-09-06,12,500+
ENT-00199,Udupi Electronics LLP,Udupi Electronics,Electronics Assembly,Manufacturing,2610,Orange,Bengaluru Rural,BLRR,562110,Devanahalli,Bengaluru Rural,Ward-R01,"No 192, C Industrial Layout, Devanahalli, Bengaluru Rural, Karnataka - 562110",PAN_18ED267DC38F0CDD,,,,,2024-12-29,3,25-50
ENT-00200,Sri Moulding Works,Sri Moulding Works,Plastic Moulding,Manufacturing,2220,Red,Bengaluru Rural,BLRR,562157,Bagalur,Bengaluru Rural,Ward-R07,"No 256, Plot Extension, Bagalur, Bengaluru Rural, Karnataka - 562157",PAN_BE42AD4FEE81560A,GSTIN_94AD8B47A12A9F0A,,,,2025-06-14,4,50-100
ENT-00201,Harsha Meals Associates,Harsha Meals Associates,Restaurant / Cafe,Service,5610,Green,Mysuru,MYS,570018,Nanjangud Road,South,Ward-M32,"No 175, B 3rd Phase, Nanjangud Road, Mysuru, Karnataka - 570018",PAN_84E96C5B26EBCAAA,,,9001591856,,2013-01-26,4,25-50
ENT-00202,Veda Agro Co,Veda Agro Co,Food Processing,Manufacturing,1030,Orange,Bengaluru Urban,BLRU,560059,Rajajinagar Industrial Suburb,West,Ward-067,"No 125, B Extension, Rajajinagar Industrial Suburb, Bengaluru Urban, Karnataka - 560059",PAN_359BBEA1FD8C7255,GSTIN_8D0ABEA5F0A9CE51,,,,2022-04-23,85,0-10
ENT-00203,Siddhi Industries,Siddhi Industries,Pharmacy / Medical Retail,Retail,4772,Green,Bengaluru Rural,BLRR,562114,Hoskote,Bengaluru Rural,Ward-R04,"No 48, Plot Service Road, Hoskote, Bengaluru Rural, Karnataka - 562114",PAN_F7C92716361A4CE9,,UDYAM_47F2C51E7A1E6170,,contact0203@examplebiz.in,2014-11-02,36,100-500
ENT-00204,Nisarga Clinic LLP,Nisarga Clinic,Pharmacy / Medical Retail,Retail,4772,Green,Bengaluru Urban,BLRU,560068,Bommanahalli,South,Ward-175,"No 274, Shed Industrial Layout, Bommanahalli, Bengaluru Urban, Karnataka - 560068",PAN_A649BC809A6F8598,GSTIN_A9E08D0BBB6A8FB3,UDYAM_95670310E5C84EC4,9001615613,,2012-06-15,12,0-10
ENT-00205,Aarohi Solutions,Aarohi Solutions,Food Processing,Manufacturing,1030,Orange,Mysuru,MYS,570016,Hebbal Industrial Area,North,Ward-M21,"No 17, A 1st Cross, Hebbal Industrial Area, Mysuru, Karnataka - 570016",PAN_16E89EBFC49A5712,GSTIN_CE694EE95F85BA9D,,9001623532,,2013-09-27,36,50-100
ENT-00206,Veda Associates,Veda Associates,Machine Tools,Manufacturing,2819,Orange,Bengaluru Rural,BLRR,562157,Bagalur,Bengaluru Rural,Ward-R07,"No 85, A Extension, Bagalur, Bengaluru Rural, Karnataka - 562157",,,,9001631451,,2023-06-02,12,0-10
ENT-00207,Deccan Coatings Associates,Deccan Coatings Associates,Chemical Blending,Manufacturing,2029,Red,Bengaluru Urban,BLRU,560102,HSR Layout,Bommanahalli,Ward-174,"No 59, Plot Behind Metro, HSR Layout, Bengaluru Urban, Karnataka - 560102",,,UDYAM_77E4BFC2D3E3C1ED,9001639370,,2012-10-30,3,25-50
ENT-00208,Sahana Warehouse Traders,Sahana Warehouse Traders,Logistics / Warehouse,Service,5210,Green,Mysuru,MYS,570001,Devaraja Mohalla,Central,Ward-M01,"No 88, Industrial Layout, Devaraja Mohalla, Mysuru, Karnataka - 570001",PAN_89BE03B357BCA9D1,,UDYAM_8AF434B374ECE1BF,,,2012-07-14,18,10-25
ENT-00209,Ananya Circuits Enterprises,Ananya Circuits Enterprises,Electronics Assembly,Manufacturing,2610,Orange,Bengaluru Urban,BLRU,560085,Banashankari,South,Ward-182,"No 235, 1st Cross, Banashankari, Bengaluru Urban, Karnataka - 560085",PAN_89D177635C352E51,GSTIN_3B234BEE38BEAA87,,9001655208,,2013-05-22,5,0-10
ENT-00210,Lakshmi Electronics LLP,Lakshmi Electronics,Electronics Assembly,Manufacturing,2610,Orange,Bengaluru Urban,BLRU,560024,Hebbal,Yelahanka,Ward-021,"No 1, C Main Road, Hebbal, Bengaluru Urban, Karnataka - 560024",PAN_738953493A0FA497,GSTIN_D4B3E439A104BF10,,,contact0210@examplebiz.in,2013-02-02,52,50-100
ENT-00211,Udupi Systems Traders,Udupi Systems Traders,Electronics Assembly,Manufacturing,2610,Orange,Tumakuru,TUM,572101,BH Road,Tumakuru,Ward-T01,"No 203, Main Road, BH Road, Tumakuru, Karnataka - 572101",PAN_FC237A66E9A54724,GSTIN_4D8FA532B83EBD54,,9001671046,,2023-12-08,3,50-100
ENT-00212,Ravi Textiles Company,Ravi Textiles Company,Textile / Garments,Manufacturing,1410,Green,Bengaluru Urban,BLRU,560024,Hebbal,Yelahanka,Ward-021,"No 296, D 2nd Main, Hebbal, Bengaluru Urban, Karnataka - 560024",PAN_EABDF04960E6B9C4,,UDYAM_38C6A2ECDD3FEF4F,9001678965,,2025-01-24,4,500+
ENT-00213,Bangalore Snacks LLP,Bangalore Snacks,Food Processing,Manufacturing,1030,Orange,Bengaluru Urban,BLRU,560078,Jayanagar,South,Ward-168,"No 244, B Main Road, Jayanagar, Bengaluru Urban, Karnataka - 560078",PAN_8B7F46C3150F7A0E,GSTIN_839A890302F9CC5D,,,contact0213@examplebiz.in,2017-06-24,10,25-50
ENT-00214,Srinidhi Works,Srinidhi Works,Restaurant / Cafe,Service,5610,Green,Bengaluru Urban,BLRU,560043,Kalyan Nagar,East,Ward-025,"No 7, D Sector, Kalyan Nagar, Bengaluru Urban, Karnataka - 560043",PAN_FF3C398237D0F294,GSTIN_9C2B344644741C14,UDYAM_05D61B1F8FBBE14E,9001694803,contact0214@examplebiz.in,2019-07-11,180,500+
ENT-00215,Ananya Resins Industries,Ananya Resins Industries,Chemical Blending,Manufacturing,2029,Red,Bengaluru Urban,BLRU,560064,Yelahanka,Yelahanka,Ward-004,"No 53, D Service Road, Yelahanka, Bengaluru Urban, Karnataka - 560064",PAN_B49090A1574D2902,GSTIN_E5B0444A3946F106,,,contact0215@examplebiz.in,2012-04-10,12,500+
ENT-00216,Veda Cafe Industries,Veda Cafe Industries,Restaurant / Cafe,Service,5610,Green,Mysuru,MYS,570016,Hebbal Industrial Area,North,Ward-M21,"No 284, Plot 3rd Phase, Hebbal Industrial Area, Mysuru, Karnataka - 570016",PAN_0B9ABCD880D1835B,GSTIN_EB999A0920C59759,,9001710641,contact0216@examplebiz.in,2025-04-18,10,25-50
ENT-00217,Siddhi Industries,Siddhi Industries,Chemical Blending,Manufacturing,2029,Red,Bengaluru Urban,BLRU,560029,BTM Layout,South,Ward-176,"No 135, Near Bus Stop, BTM Layout, Bengaluru Urban, Karnataka - 560029",PAN_B5A69475EBF0A3B0,GSTIN_A8B56184C955B260,UDYAM_5A29D0A970881B05,9001718560,,2022-11-11,2,100-500
ENT-00218,Ananya Electronics Co,Ananya Electronics Co,Electronics Assembly,Manufacturing,2610,Orange,Bengaluru Urban,BLRU,560029,BTM Layout,South,Ward-176,"No 292, Main Road, BTM Layout, Bengaluru Urban, Karnataka - 560029",PAN_3639AC227DB5FAF1,GSTIN_83DB68A080A1D4A6,,9001726479,,2012-01-15,36,10-25
ENT-00219,Navya Precision Traders,Navya Precision Traders,Machine Tools,Manufacturing,2819,Orange,Bengaluru Rural,BLRR,562157,Bagalur,Bengaluru Rural,Ward-R07,"No 13, Plot Extension, Bagalur, Bengaluru Rural, Karnataka - 562157",,,,9001734398,,2023-07-15,2,500+
ENT-00220,Ananya Associates,Ananya Associates,Textile / Garments,Manufacturing,1410,Green,Bengaluru Urban,BLRU,560024,Hebbal,Yelahanka,Ward-021,"No 171, Shed Industrial Layout, Hebbal, Bengaluru Urban, Karnataka - 560024",,,,,contact0220@examplebiz.in,2024-02-12,8,10-25
ENT-00221,Lakshmi Works,Lakshmi Works,Logistics / Warehouse,Service,5210,Green,Bengaluru Urban,BLRU,560085,Banashankari,South,Ward-182,"No 72, 2nd Main, Banashankari, Bengaluru Urban, Karnataka - 560085",PAN_B8D224DC7798B19F,GSTIN_05CB7EE648B8D6C7,,,contact0221@examplebiz.in,2019-09-20,2,10-25
ENT-00222,Ganesh Cafe Company,Ganesh Cafe Company,Restaurant / Cafe,Service,5610,Green,Bengaluru Urban,BLRU,560024,Hebbal,Yelahanka,Ward-021,"No 104, Extension, Hebbal, Bengaluru Urban, Karnataka - 560024",PAN_7984CE75DDD7FA9D,GSTIN_D424C60A9290718F,UDYAM_CDF7FA10B0C8A1EE,9001758155,contact0222@examplebiz.in,2021-01-08,25,0-10
ENT-00223,Varun Mold LLP,Varun Mold,Plastic Moulding,Manufacturing,2220,Red,Mysuru,MYS,570016,Hebbal Industrial Area,North,Ward-M21,"No 19, B Industrial Layout, Hebbal Industrial Area, Mysuru, Karnataka - 570016",,,UDYAM_1B2FD750D63666AA,,contact0223@examplebiz.in,2024-06-14,180,0-10
ENT-00224,Ravi Logistics Solutions,Ravi Logistics Solutions,Logistics / Warehouse,Service,5210,Green,Bengaluru Urban,BLRU,560076,Bannerghatta Road,South,Ward-177,"No 228, C Industrial Layout, Bannerghatta Road, Bengaluru Urban, Karnataka - 560076",,,,9001773993,contact0224@examplebiz.in,2022-01-09,85,10-25
