source_record_id,source_system,source_system_name,entity_id_ground_truth,business_name,trade_name,owner_name_masked,address,locality,district,district_code,pin_code,ward,zone,business_type,business_category,nic_code,pollution_category,pan_hash,gstin_hash,udyam_hash,phone,email,registration_date,last_event_date,status,employee_count,turnover_band_lakh,ingested_at,data_quality_notes
GST-KA-BLRU-2018-000125,GST,GST Taxpayer Registry,ENT-00162,M/S Ananya CNC LLP,Ananya CNC,Owner B,"No. 279, Mn Rd, Whitefield, Bengaluru Urban, K'taka - 560037",Whitefield,Bengaluru Urban,BLRU,560037,Ward-085,Mahadevapura,Machine Tools,Manufacturing,2819,Orange,PAN_B48DAB13DA2391E4,GSTIN_B25AA9056E3DE320,,,,2018-11-27,2024-11-25,DORMANT,,50-100,2026-03-22,phone;email
PCB/BLRU/CTO/2020/00073,KSPCB,Karnataka State Pollution Control Board,ENT-00162,Ananya CNC LLP,,,"No. 279, Mn Rd, Whitefield, B'luru Urban, Karnataka - 560037",Whitefield,Bengaluru Urban,BLRU,560037,Ward-085,Mahadevapura,Machine Tools,Manufacturing,2819,Orange,PAN_B48DAB13DA2391E4,GSTIN_B25AA9056E3DE320,,,,2020-07-15,2026-03-30,ACTIVE,52,50-100,2026-03-18,phone;email
LAB-KA-BLRU-2015-000078,LABOUR,Labour Department,ENT-00162,Ananya CNC LLP,Ananya CNC,Owner A,"#279, Main Road, Whitefield, Bangalore Urban, Karnataka - 560037",Whitefield,Bengaluru Urban,BLRU,560037,Ward-085,Mahadevapura,Machine Tools,Manufacturing,2819,Orange,,,,9001283015,,2015-07-20,2016-10-22,CLOSED,52,50-100,2025-11-30,pan_hash;gstin_hash;email
KAR-SHOP-BLRU-2025-000108,SHOP,Karnataka Shops and Commercial Establishments,ENT-00162,M/S Ananya CNC LLP,Ananya CNC,Managing Partner,"No. 279, Main Road, Whitefield, Bengaluru Urban, KA - 560037",Whitefield,Bengaluru Urban,BLRU,560037,Ward-085,Mahadevapura,Machine Tools,Manufacturing,2819,Orange,PAN_B48DAB13DA2391E4,,,9001283015,,2025-04-21,2026-02-19,ACTIVE,52,50-100,2026-01-26,gstin_hash;email
UDYAM-KR-BLRU-2025-000077,UDYAM,Udyam / MSME Registry,ENT-00162,M/S Ananya CNC LLP,M/S Ananya CNC,,"No. 279, Mn Rd, Whitefield, B'luru Urban, K'taka - 560037",Whitefield,Bengaluru Urban,BLRU,560037,Ward-085,Mahadevapura,Machine Tools,Manufacturing,2819,Orange,PAN_B48DAB13DA2391E4,GSTIN_B25AA9056E3DE320,UDYAM_512C5935214F7494,9001283015,,2025-05-29,2025-08-12,ACTIVE,,50-100,2026-04-09,email
BBMP-TL-BENG-2023-000059,BBMP,BBMP Trade Licence,ENT-00163,Asha Clinic Solutions,,Owner A,"#231, Shed Near Bus Stop, Hoskote, Bangalore Rural, KA - 562114",Hoskote,Bengaluru Rural,BLRR,562114,Ward-R04,Bengaluru Rural,Pharmacy / Medical Retail,Retail,4772,Green,,,,9001290934,,2023-04-13,2024-01-30,DORMANT,18,,2026-01-23,pan_hash;gstin_hash;email
GST-KA-BLRR-2020-000126,GST,GST Taxpayer Registry,ENT-00163,Asha Clinic Solutions,M/S Asha Clinic Solutions,Owner A,"No. 231, Shed Near Bus Stop, Hoskote, B'luru Rural, K'taka - 562114",Hoskote,Bengaluru Rural,BLRR,562114,Ward-R04,Bengaluru Rural,Pharmacy / Medical Retail,Retail,4772,Green,PAN_4BF31E197F6C8CA4,GSTIN_560A2EA424DB741C,,9001290934,,2020-03-26,2020-07-21,CLOSED,,,2026-03-04,email
KAR-SHOP-BLRR-2020-000109,SHOP,Karnataka Shops and Commercial Establishments,ENT-00163,Asha Clinic Solutions,Asha Clinic Solutions,Owner B,"231, Shed Near Bus Stop, Hoskote, Bangalore Rural, KA - 562114",Hoskote,Bengaluru Rural,BLRR,562114,Ward-R04,Bengaluru Rural,Pharmacy / Medical Retail,Retail,4772,Green,,,,9001290934,,2020-07-02,2022-06-02,CLOSED,,50-100,2026-05-02,pan_hash;gstin_hash;email
UDYAM-KR-BLRR-2017-000078,UDYAM,Udyam / MSME Registry,ENT-00163,Asha Clinic Solutions,Asha Clinic Solutions,,"No. 231, Shed Near Bus Stop, Hoskote, Bangalore Rural, Karnataka - 562114",Hoskote,Bengaluru Rural,BLRR,562114,Ward-R04,Bengaluru Rural,Pharmacy / Medical Retail,Retail,4772,Green,PAN_4BF31E197F6C8CA4,,UDYAM_725F6231D2FB35A5,,,2017-06-30,2024-01-23,CLOSED,,,2025-12-23,gstin_hash;phone;email
BBMP-TL-DASA-2016-000060,BBMP,BBMP Trade Licence,ENT-00164,Sahana Kitchen Solutions,M/S Sahana Kitchen Solutions,,"#49, C 2nd Main, Peenya Industrial Estate, Bengaluru Urban, Karnataka",Peenya Industrial Area,Bengaluru Urban,BLRU,560034,Ward-038,Dasarahalli,Electronics Assembly,Manufacturing,2610,Orange,,,,9001298853,contact0164@examplebiz.in,2016-10-13,2021-08-10,CLOSED,,,2026-01-16,pan_hash;gstin_hash;pin_drift
KFBIS-FAC-BLRU-2022-000080,FACTORY,"Factories, Boilers, Industrial Safety and Health",ENT-00164,Sahana Kitchen Solutions,M/S Sahana Kitchen Solutions,,"#49, C 2nd Main, Peenya Industrial Estate, Bengaluru Urban, Karnataka - 560058",Peenya Industrial Area,Bengaluru Urban,BLRU,560058,Ward-038,Dasarahalli,Electronics Assembly,Manufacturing,2610,Orange,,,,9001298853,contact0164@examplebiz.in,2022-06-08,2025-06-29,ACTIVE,8,25-50,2026-02-04,pan_hash;gstin_hash
GST-KA-BLRU-2018-000127,GST,GST Taxpayer Registry,ENT-00164,Sahana Kitchen Solutions,,Owner B,"No. 49, C 2nd Main, Peenya Industrial Estate, B'luru Urban, Karnataka",Peenya Industrial Area,Bengaluru Urban,BLRU,560058,Ward-038,Dasarahalli,Electronics Assembly,Manufacturing,2610,Orange,,,,9001298853,contact0164@examplebiz.in,2018-01-29,2019-12-26,CLOSED,8,,2026-03-29,pan_hash;gstin_hash
KAR-SHOP-BLRU-2022-000110,SHOP,Karnataka Shops and Commercial Establishments,ENT-00164,M/S Sahana Kitchen Solutions,,Director Masked,"#49, C 2nd Main, Peenya Industrial Estate, Bangalore Urban, Karnataka - 560058",Peenya Industrial Area,Bengaluru Urban,BLRU,560058,Ward-038,Dasarahalli,Electronics Assembly,Manufacturing,2610,Orange,PAN_803503E53FF5E31D,,,9001298853,contact0164@examplebiz.in,2022-11-15,2023-02-08,CLOSED,,,2026-01-03,gstin_hash
GST-KA-BLRR-2015-000128,GST,GST Taxpayer Registry,ENT-00165,VARUN DINE COMPANY,,Partner 1,"101, A Service Road, Devanahalli, Bangalore Rural, KA - 562110",Devanahalli,Bengaluru Rural,BLRR,562110,Ward-R01,Bengaluru Rural,Restaurant / Cafe,Service,5610,Green,PAN_7029FA0EFB74974C,,,9001306772,,2015-10-12,2016-03-19,CLOSED,,,2026-03-18,gstin_hash;email
KAR-SHOP-BLRR-2015-000111,SHOP,Karnataka Shops and Commercial Establishments,ENT-00165,M/SVarun Dine Company,Varun Dine Company,Managing Partner,"#101, A Service Road, Devanahalli, Bangalore Rural, K'taka - 562110",Devanahalli,Bengaluru Rural,BLRR,562110,Ward-R01,Bengaluru Rural,Restaurant / Cafe,Service,5610,Green,,,,9001306772,,2015-05-02,2021-04-23,CLOSED,,25-50,2026-01-06,pan_hash;gstin_hash;email
UDYAM-KR-BLRR-2023-000079,UDYAM,Udyam / MSME Registry,ENT-00165,VARUN DINE COMPANY,Varun Dine Company,Managing Partner,"101, A Service Road, Devanahalli, Bengaluru Rural, KA - 562110",Devanahalli,Bengaluru Rural,BLRR,562110,Ward-R01,Bengaluru Rural,Restaurant / Cafe,Service,5610,Green,,,UDYAM_D1B8F889D2EC3579,9001306772,,2023-02-10,2025-02-02,CLOSED,180,25-50,2026-01-11,pan_hash;gstin_hash;email
BBMP-TL-EAST-2019-000061,BBMP,BBMP Trade Licence,ENT-00166,M/S Sharma Electronics Solutions,,,"No. 75, C Behind Metro, MG Road, B'luru Urban, Karnataka - 560001",MG Road,Bengaluru Urban,BLRU,560001,Ward-111,East,Electronics Assembly,Manufacturing,2610,Orange,,,,9001314691,contact0166@examplebiz.in,2019-06-15,2019-09-20,CLOSED,180,10-25,2026-03-18,pan_hash;gstin_hash
PCB/BLRU/CTE/2023/00074,KSPCB,Karnataka State Pollution Control Board,ENT-00166,Sharma Electronics Solutions,Sharma Electronics Solutions,,"No 75, C Behind Metro, MG Road, B'luru Urban, K'taka - 560001",MG Road,Bengaluru Urban,BLRU,560001,Ward-111,East,Electronics Assembly,Manufacturing,2610,Orange,PAN_84F7688E85795BE8,,,,contact0166@examplebiz.in,2023-12-05,2025-10-02,ACTIVE,180,10-25,2026-01-06,gstin_hash;phone
LAB-KA-BLRU-2023-000079,LABOUR,Labour Department,ENT-00166,Sharma Electronics Solutions,,,"75, C Behind Metro, MG Road, B'luru Urban, KA - 560001",MG Road,Bengaluru Urban,BLRU,560102,Ward-111,East,Electronics Assembly,Manufacturing,2610,Orange,PAN_84F7688E85795BE8,,,,contact0166@examplebiz.in,2023-03-30,2023-10-03,DORMANT,180,,2026-03-30,gstin_hash;phone;pin_drift
KAR-SHOP-BLRU-2025-000112,SHOP,Karnataka Shops and Commercial Establishments,ENT-00166,Sharma Electronics Solutions,M/S Sharma Electronics Solutions,Owner A,"No 75, C Behind Metro, MG Road, Bangalore Urban, Karnataka",MG Road,Bengaluru Urban,BLRU,560001,Ward-111,East,Electronics Assembly,Manufacturing,2610,Orange,,GSTIN_548155C09F71AF1A,,9001314691,contact0166@examplebiz.in,2025-01-26,2026-01-12,ACTIVE,,10-25,2025-12-30,pan_hash
UDYAM-KR-BLRU-2018-000080,UDYAM,Udyam / MSME Registry,ENT-00166,Sharma Electronics Solutions,Sharma Elec Solutions,,"No 75, C Behind Metro, MG Road, Bangalore Urban, KA - 560001",MG Road,Bengaluru Urban,BLRU,560001,Ward-111,East,Electronics Assembly,Manufacturing,2610,Orange,,,,9001314691,,2018-11-08,2019-10-02,CLOSED,,,2025-12-24,pan_hash;gstin_hash;email
GST-KA-BLRU-2021-000129,GST,GST Taxpayer Registry,ENT-00167,Asha Labs Solutions,Asha Labs Solutions,Owner B,"No. 94, B 3rd Phase, Hebbal, B'luru Urban, K'taka - 560024",Hebbal,Bengaluru Urban,BLRU,560024,Ward-021,Yelahanka,Chemical Blending,Manufacturing,2029,Red,PAN_265833F26CD00F77,GSTIN_78EC02771BC73E95,,9001322610,,2021-10-21,2023-08-17,DORMANT,2,50-100,2026-01-10,email
PCB/BLRU/CTO/2025/00075,KSPCB,Karnataka State Pollution Control Board,ENT-00167,M/S Asha Labs Solutions,,,"No. 94, B 3rd Phase, Hebbal, B'luru Urban, K'taka",Hebbal,Bengaluru Urban,BLRU,560024,Ward-021,Yelahanka,Chemical Blending,Manufacturing,2029,Red,PAN_265833F26CD00F77,,,,,2025-11-12,2026-03-23,ACTIVE,,,2026-01-07,gstin_hash;phone;email
BBMP-TL-BENG-2021-000062,BBMP,BBMP Trade Licence,ENT-00168,Ganesh Kitchen LLP,Ganesh Kichen,Owner B,"166, A 3rd Phase, Devanahalli, Bangalore Rural, KA - 562110",Devanahalli,Bengaluru Rural,BLRR,562110,Ward-R01,Bengaluru Rural,Restaurant / Cafe,Service,5610,Green,,,,,,2021-08-15,2023-02-03,CLOSED,,,2025-11-21,pan_hash;gstin_hash;phone;email
GST-KA-BLRR-2023-000130,GST,GST Taxpayer Registry,ENT-00168,Ganesh Kitchen LLP,Ganesh Kitchen,Owner B,"#166, A 3rd Phase, Devanahalli, Bengaluru Rural, K'taka - 562110",Devanahalli,Bengaluru Rural,BLRR,562110,Ward-R01,Bengaluru Rural,Restaurant / Cafe,Service,5610,Green,PAN_0FFB79AD5EBE17FE,GSTIN_C17103B3F3BB5FAE,UDYAM_9E4E3D37965A3A33,9001330529,,2023-01-15,2026-03-03,ACTIVE,3,10-25,2026-01-28,email
KAR-SHOP-BLRR-2020-000113,SHOP,Karnataka Shops and Commercial Establishments,ENT-00168,Ganesh Kitchen LLP,Ganesh Kitchen,Owner B,"#166, A 3rd Phase, Devanahalli, Bengaluru Rural, K'taka - 562110",Devanahalli,Bengaluru Rural,BLRR,562110,Ward-R01,Bengaluru Rural,Restaurant / Cafe,Service,5610,Green,PAN_0FFB79AD5EBE17FE,,,,,2020-07-10,2025-01-16,DORMANT,3,10-25,2026-02-09,gstin_hash;phone;email
GST-KA-MYS-2025-000131,GST,GST Taxpayer Registry,ENT-00169,Asha Bakery Co,Asha Bakery Co,Managing Partner,"No. 164, Shed Near Bus Stop, Devaraja Mohalla, Mysuru, Karnataka - 570001",Devaraja Mohalla,Mysuru,MYS,570001,Ward-M01,Central,Food Processing,Manufacturing,1030,Orange,PAN_12B94F06E81BCB0C,GSTIN_6C6D3034F7785EC9,,,,2025-10-14,2026-03-15,CLOSED,4,,2026-01-12,phone;email
PCB/MYS/CTE/2021/00076,KSPCB,Karnataka State Pollution Control Board,ENT-00169,Asha Bakery Co,Asha Bakery Co,Partner 1,"#164, Shed Near Bus Stop, Devaraja Mohalla, Mysuru, K'taka - 570001",Devaraja Mohalla,Mysuru,MYS,570001,Ward-M01,Central,Food Processing,Manufacturing,1030,Orange,PAN_12B94F06E81BCB0C,GSTIN_6C6D3034F7785EC9,,,,2021-11-21,2025-10-20,ACTIVE,4,10-25,2026-02-21,phone;email
UDYAM-KR-MYS-2021-000081,UDYAM,Udyam / MSME Registry,ENT-00169,M/S Asha Bakery Co,ASHA BAKERY CO,Owner B,"No 164, Shed Near Bus Stop, Devaraja Mohalla, Mysuru, KA - 570001",Devaraja Mohalla,Mysuru,MYS,570001,Ward-M01,Central,Food Processing,Manufacturing,1030,Orange,PAN_12B94F06E81BCB0C,,UDYAM_C20580405F2B3956,,contact0169@examplebiz.in,2021-01-24,2026-03-01,ACTIVE,4,,2026-04-04,gstin_hash;phone
BBMP-TL-MAHA-2017-000063,BBMP,BBMP Trade Licence,ENT-00170,Bharath Spices LLP,Bharath Spices,Director Masked,"172, D 2nd Main, Whitefield Main Road, B'luru Urban, KA - 560066",Whitefield Main Road,Bengaluru Urban,BLRU,560066,Ward-083,Mahadevapura,Food Processing,Manufacturing,1030,Orange,,,,9001346367,,2017-08-21,2021-01-09,CLOSED,4,,2026-02-01,pan_hash;gstin_hash;email
KFBIS-FAC-BLRU-2019-000081,FACTORY,"Factories, Boilers, Industrial Safety and Health",ENT-00170,Bharath Spices LLP,M/S Bharath Spices,Owner A,"#172, D 2nd Main, Whitefield Mn Rd, B'luru Urban, K'taka - 560066",Whitefield Main Road,Bengaluru Urban,BLRU,560066,Ward-083,Mahadevapura,Food Processing,Manufacturing,1030,Orange,,,,9001346367,,2019-12-04,2023-09-15,DORMANT,4,500+,2026-03-11,pan_hash;gstin_hash;email
GST-KA-BLRU-2022-000132,GST,GST Taxpayer Registry,ENT-00170,BHARATHSPICES LLP,Bharath Spices,Owner A,"172, D 2nd Main, Whitefield Mn Rd, B'luru Urban, KA - 560066",Whitefield Main Road,Bengaluru Urban,BLRU,560066,Ward-083,Mahadevapura,Food Processing,Manufacturing,1030,Orange,PAN_7D7BC57C3FD1E39E,GSTIN_830ACDBF307FADDD,,,contact0170@examplebiz.in,2022-08-31,2025-11-18,CLOSED,4,500+,2026-02-18,phone
PCB/BLRU/CTO/2023/00077,KSPCB,Karnataka State Pollution Control Board,ENT-00170,Bharath Spices LLP,M/S Bharath Spices,Managing Partner,"172, D 2nd Main, Whitefield Main Road, Bangalore Urban, Karnataka - 560066",Whitefield Main Road,Bengaluru Urban,BLRU,560066,Ward-083,Mahadevapura,Food Processing,Manufacturing,1030,Orange,,,,9001346367,,2023-09-02,2026-02-10,ACTIVE,4,,2025-11-10,pan_hash;gstin_hash;email
LAB-KA-BLRU-2022-000080,LABOUR,Labour Department,ENT-00170,Bharath Spices LLP,Bharath Spices,Owner A,"#172, D 2nd Main, Whitefield Main Road, Bengaluru Urban, K'taka - 560066",Whitefield Main Road,Bengaluru Urban,BLRU,560066,Ward-083,Mahadevapura,Food Processing,Manufacturing,1030,Orange,PAN_7D7BC57C3FD1E39E,,,,,2022-03-04,2024-08-02,DORMANT,4,,2026-01-18,gstin_hash;phone;email
KAR-SHOP-BLRU-2018-000114,SHOP,Karnataka Shops and Commercial Establishments,ENT-00170,Bharath Spices LLP,Bharath Spices,Owner A,"#172, D 2nd Main, Whitefield Mn Rd, B'luru Urban, Karnataka - 560066",Whitefield Main Road,Bengaluru Urban,BLRU,560066,Ward-083,Mahadevapura,Food Processing,Manufacturing,1030,Orange,,,,9001346367,contact0170@examplebiz.in,2018-06-10,2023-01-10,CLOSED,4,,2026-04-29,pan_hash;gstin_hash
BBMP-TL-TUMA-2018-000064,BBMP,BBMP Trade Licence,ENT-00171,M/S Vijaya Fashions Works,Vijaya Fashions Works,Managing Partner,"No 16, Shed Extension, Antharasanahalli Indl Area, Tumakuru, Karnataka - 572106",Antharasanahalli Industrial Area,Tumakuru,TUM,572106,Ward-T12,Tumakuru,Textile / Garments,Manufacturing,1410,Green,,,,9001354286,,2018-11-21,2024-09-26,DORMANT,8,25-50,2026-03-02,pan_hash;gstin_hash;email
KFBIS-FAC-TUM-2021-000082,FACTORY,"Factories, Boilers, Industrial Safety and Health",ENT-00171,Vijaya Fashions Works,M/S Vijaya Fashions Works,Partner 1,"#16, Shed Extension, Antharasanahalli Industrial Estate, Tumakuru, K'taka - 572106",Antharasanahalli Industrial Area,Tumakuru,TUM,572106,Ward-T12,Tumakuru,Textile / Garments,Manufacturing,1410,Green,PAN_EA6738D6060A4803,,,,,2021-05-17,2023-12-22,DORMANT,,25-50,2025-12-03,gstin_hash;phone;email
GST-KA-TUM-2018-000133,GST,GST Taxpayer Registry,ENT-00171,Vijaya Fashions Works,VIJAYA FASHIONS WORKS,,"16, Shed Extension, Antharasanahalli Industrial Area, Tumakuru, Karnataka - 572106",Antharasanahalli Industrial Area,Tumakuru,TUM,572106,Ward-T12,Tumakuru,Textile / Garments,Manufacturing,1410,Green,PAN_EA6738D6060A4803,,UDYAM_3B9F909169AC0625,9001354286,,2018-12-09,2024-04-24,DORMANT,,,2026-04-28,gstin_hash;email
LAB-KA-TUM-2025-000081,LABOUR,Labour Department,ENT-00171,Vijaya Fashions Works,Vijaya Fashions Works,Partner 1,"#16, Shed Extension, Antharasanahalli Industrial Estate, Tumakuru, KA - 572106",Antharasanahalli Industrial Area,Tumakuru,TUM,572106,Ward-T12,Tumakuru,Textile / Garments,Manufacturing,1410,Green,PAN_EA6738D6060A4803,,,9001354286,,2025-02-25,2025-05-13,ACTIVE,8,,2026-01-29,gstin_hash;email
KAR-SHOP-TUM-2017-000115,SHOP,Karnataka Shops and Commercial Establishments,ENT-00171,Vijaya Fashions Works,Vijaya Fashions Works,Owner A,"No 16, Shed Extension, Antharasanahalli Industrial Area, Tumakuru, K'taka - 572106",Antharasanahalli Industrial Area,Tumakuru,TUM,572106,Ward-T12,Tumakuru,Textile / Garments,Manufacturing,1410,Green,,,,9001354286,,2017-09-05,2018-06-19,CLOSED,,25-50,2026-03-15,pan_hash;gstin_hash;email
UDYAM-KR-TUM-2021-000082,UDYAM,Udyam / MSME Registry,ENT-00171,M/S VIJAYA FASHIONS WORKS,Vijaya Fashions Works,Owner A,"No. 16, Shed Extension, Antharasanahalli Industrial Area, Tumakuru, K'taka - 572106",Antharasanahalli Industrial Area,Tumakuru,TUM,572106,Ward-T12,Tumakuru,Textile / Garments,Manufacturing,1410,Green,PAN_EA6738D6060A4803,,UDYAM_3B9F909169AC0625,,,2021-08-18,2024-11-23,DORMANT,8,25-50,2026-04-22,gstin_hash;phone;email
GST-KA-BLRU-2021-000134,GST,GST Taxpayer Registry,ENT-00172,M/S Asha Solutions,Asha Solutions,Owner A,"No 145, D Mn Rd, Hebbal, B'luru Urban, KA - 560024",Hebbal,Bengaluru Urban,BLRU,560024,Ward-021,Yelahanka,Food Processing,Manufacturing,1030,Orange,PAN_7E0AFBC218C19E04,GSTIN_DB66BF7FD5F1EBE6,,,,2021-09-12,2026-02-08,ACTIVE,5,50-100,2026-02-03,phone;email
PCB/BLRU/CTE/2018/00078,KSPCB,Karnataka State Pollution Control Board,ENT-00172,Asha Solutions,Asha Solutions,Director Masked,"#145, D Main Rd, Hebbal, B'luru Urban, K'taka - 560024",Hebbal,Bengaluru Urban,BLRU,560024,Ward-021,Yelahanka,Food Processing,Manufacturing,1030,Orange,PAN_7E0AFBC218C19E04,,,9001362205,,2018-03-28,2020-05-30,CLOSED,5,50-100,2026-02-20,gstin_hash;email
LAB-KA-BLRU-2025-000082,LABOUR,Labour Department,ENT-00172,Asha Solutions,Asha Solutions,Owner B,"145, D Main Road, Hebbal, Bengaluru Urban, Karnataka - 560024",Hebbal,Bengaluru Urban,BLRU,560024,Ward-021,Yelahanka,Food Processing,Manufacturing,1030,Orange,,GSTIN_DB66BF7FD5F1EBE6,UDYAM_6981C3401F2EE335,,,2025-10-01,2026-01-07,ACTIVE,5,,2025-11-15,pan_hash;phone;email
KAR-SHOP-BLRU-2024-000116,SHOP,Karnataka Shops and Commercial Establishments,ENT-00172,M/S Asha Solutions,M/S Asha Solutions,Owner B,"No. 145, D Mn Rd, Hebbal, B'luru Urban, KA - 560024",Hebbal,Bengaluru Urban,BLRU,560024,Ward-021,Yelahanka,Food Processing,Manufacturing,1030,Orange,,,,,,2024-09-12,2025-04-12,DORMANT,,,2025-12-27,pan_hash;gstin_hash;phone;email
BBMP-TL-YELA-2015-000065,BBMP,BBMP Trade Licence,ENT-00173,Nisarga Trans Enterprises,Nisarga Trans Enterprises,Owner A,"No 28, D Mn Rd, Hebbal, Bengaluru Urban, K'taka - 560024",Hebbal,Bengaluru Urban,BLRU,560024,Ward-021,Yelahanka,Logistics / Warehouse,Service,5210,Green,,,,,,2015-11-14,2025-03-17,DORMANT,3,,2025-11-16,pan_hash;gstin_hash;phone;email
KFBIS-FAC-BLRU-2016-000083,FACTORY,"Factories, Boilers, Industrial Safety and Health",ENT-00173,Nisarga Trans Enterprises,M/S Nisarga Trans Entp,,"#28, D Mn Rd, Hebbal, Bangalore Urban, KA",Hebbal,Bengaluru Urban,BLRU,560102,Ward-021,Yelahanka,Logistics / Warehouse,Service,5210,Green,,,,,,2016-05-02,2018-11-03,CLOSED,3,50-100,2026-04-04,pan_hash;gstin_hash;phone;email;pin_drift
GST-KA-BLRU-2023-000135,GST,GST Taxpayer Registry,ENT-00173,Nisarga Trans Enterprises,Nisarga Trans Enterprises,Owner B,"28, D Main Rd, Hebbal, Bengaluru Urban, K'taka - 560024",Hebbal,Bengaluru Urban,BLRU,560024,Ward-021,Yelahanka,Logistics / Warehouse,Service,5210,Green,PAN_6FA5D102B0802FD2,,,,,2023-01-24,2025-12-19,ACTIVE,3,,2026-01-23,gstin_hash;phone;email
PCB/BLRU/CTO/2015/00079,KSPCB,Karnataka State Pollution Control Board,ENT-00173,M/S Nisarga Trans Entp,Nisarga Trans Enterprises,Managing Partner,"No. 28, D Main Rd, Hebbal, B'luru Urban, K'taka - 560024",Hebbal,Bengaluru Urban,BLRU,560024,Ward-021,Yelahanka,Logistics / Warehouse,Service,5210,Green,PAN_6FA5D102B0802FD2,,,,,2015-06-05,2024-05-18,DORMANT,3,,2026-05-02,gstin_hash;phone;email
LAB-KA-BLRU-2017-000083,LABOUR,Labour Department,ENT-00173,Nisarga Trans Enterprises,M/S Nisrga Trans Enterprises,Director Masked,"28, D Main Rd, Hebbal, Bengaluru Urban, K'taka - 560024",Hebbal,Bengaluru Urban,BLRU,560024,Ward-021,Yelahanka,Logistics / Warehouse,Service,5210,Green,PAN_6FA5D102B0802FD2,,,,,2017-08-17,2024-01-22,DORMANT,3,,2025-11-07,gstin_hash;phone;email
BBMP-TL-SOUT-2019-000066,BBMP,BBMP Trade Licence,ENT-00174,M/S Bharath Medical Soluions,M/S Bharath Medical Solutions,,"No. 154, Plot 2nd Main, Bommanahalli, B'luru Urban, K'taka - 560068",Bommanahalli,Bengaluru Urban,BLRU,560068,Ward-175,South,Pharmacy / Medical Retail,Retail,4772,Green,,,,,,2019-04-15,2024-02-29,DORMANT,10,0-10,2026-04-03,pan_hash;gstin_hash;phone;email
LAB-KA-BLRU-2019-000084,LABOUR,Labour Department,ENT-00174,Bharath Medical Solutions,,Director Masked,"154, Plot 2nd Main, Bommanahalli, Bangalore Urban, KA - 560068",Bommanahalli,Bengaluru Urban,BLRU,560068,Ward-175,South,Pharmacy / Medical Retail,Retail,4772,Green,,GSTIN_C202EF96108DD37F,,,,2019-01-08,2020-06-02,CLOSED,,0-10,2026-01-28,pan_hash;phone;email
KAR-SHOP-BLRU-2017-000117,SHOP,Karnataka Shops and Commercial Establishments,ENT-00174,Bharath Medical Solutions,,Director Masked,"154, Plot 2nd Main, Bommanahalli, Bengaluru Urban, K'taka - 560068",Bommanahalli,Bengaluru Urban,BLRU,560068,Ward-175,South,Pharmacy / Medical Retail,Retail,4772,Green,,,,,,2017-02-03,2019-04-24,CLOSED,10,,2025-12-02,pan_hash;gstin_hash;phone;email
GST-KA-BLRU-2023-000136,GST,GST Taxpayer Registry,ENT-00175,M/S PRAKRUTHI LLP,PRAKRUTHI,Owner A,"No. 199, C Near Bus Stop, Banashankari, Bengaluru Urban, Karnataka - 560085",Banashankari,Bengaluru Urban,BLRU,560085,Ward-182,South,Textile / Garments,Manufacturing,1410,Green,PAN_4DD2A522F0DB6ACD,,,9001385962,,2023-03-21,2023-11-09,DORMANT,,25-50,2026-02-19,gstin_hash;email
LAB-KA-BLRU-2025-000085,LABOUR,Labour Department,ENT-00175,Prakruthi LLP,Prakruthi,Owner B,"#199, C Near Bus Stop, Banashankari, B'luru Urban, Karnataka - 560085",Banashankari,Bengaluru Urban,BLRU,560085,Ward-182,South,Textile / Garments,Manufacturing,1410,Green,,,,9001385962,,2025-08-27,2026-03-05,ACTIVE,12,25-50,2025-12-10,pan_hash;gstin_hash;email
KAR-SHOP-BLRU-2018-000118,SHOP,Karnataka Shops and Commercial Establishments,ENT-00175,Prakruthi LLP,,,"No. 199, C Near Bus Stop, Banashankari, B'luru Urban, Karnataka - 560085",Banashankari,Bengaluru Urban,BLRU,560085,Ward-182,South,Textile / Garments,Manufacturing,1410,Green,,,,,,2018-03-15,2020-10-29,CLOSED,,,2026-03-27,pan_hash;gstin_hash;phone;email
UDYAM-KR-BLRU-2016-000083,UDYAM,Udyam / MSME Registry,ENT-00175,MS Prakruthi LLP,Prakruthi,Director Masked,"199, C Near Bus Stop, Banashankari, Bangalore Urban, Karnataka - 560085",Banashankari,Bengaluru Urban,BLRU,560085,Ward-182,South,Textile / Garments,Manufacturing,1410,Green,,,,,,2016-03-25,2023-05-15,DORMANT,12,,2026-03-17,pan_hash;gstin_hash;phone;email
BBMP-TL-BOMM-2024-000067,BBMP,BBMP Trade Licence,ENT-00176,Siddhi Warehouse Solutions,,Partner 1,"#267, Shed 3rd Phase, HSR Layout, Bangalore Urban, K'taka",HSR Layout,Bengaluru Urban,BLRU,560102,Ward-174,Bommanahalli,Logistics / Warehouse,Service,5210,Green,,,,,,2024-07-26,2025-08-21,CLOSED,,,2026-01-09,pan_hash;gstin_hash;phone;email
GST-KA-BLRU-2019-000137,GST,GST Taxpayer Registry,ENT-00176,SIDDHI WAREHOUSE SOLUTIONS,Siddhi Warehouse Solutions,Managing Partner,"No 267, Shed 3rd Phase, HSR Layout, Bangalore Urban, Karnataka - 560102",HSR Layout,Bengaluru Urban,BLRU,560102,Ward-174,Bommanahalli,Logistics / Warehouse,Service,5210,Green,PAN_2021D2F9EB08E2D5,,,,,2019-07-26,2022-11-27,CLOSED,2,,2026-02-07,gstin_hash;phone;email
