source_record_id,source_system,business_name_raw,business_name_normalized,address_raw,address_normalized,district,pin_code,business_type,business_category,pan_hash_present,gstin_hash_present,phone_present,blocking_key_pin_category,blocking_key_pin_name4,status,last_event_date,entity_id_ground_truth
BBMP-TL-MAHA-2017-000063,BBMP,Bharath Spices LLP,BHARATH SPICES,"172, D 2nd Main, Whitefield Main Road, B'luru Urban, KA - 560066",172 D 2ND MN WHITEFIELD MN RD B LURU URBAN KA 560066,Bengaluru Urban,560066,Food Processing,Manufacturing,False,False,True,560066::Manufacturing,560066::BHAR,CLOSED,2021-01-09,ENT-00170
KFBIS-FAC-BLRU-2019-000081,FACTORY,Bharath Spices LLP,BHARATH SPICES,"#172, D 2nd Main, Whitefield Mn Rd, B'luru Urban, K'taka - 560066",172 D 2ND MN WHITEFIELD MN RD B LURU URBAN K TAKA 560066,Bengaluru Urban,560066,Food Processing,Manufacturing,False,False,True,560066::Manufacturing,560066::BHAR,DORMANT,2023-09-15,ENT-00170
GST-KA-BLRU-2022-000132,GST,BHARATHSPICES LLP,BHARATHSPICES,"172, D 2nd Main, Whitefield Mn Rd, B'luru Urban, KA - 560066",172 D 2ND MN WHITEFIELD MN RD B LURU URBAN KA 560066,Bengaluru Urban,560066,Food Processing,Manufacturing,True,True,False,560066::Manufacturing,560066::BHAR,CLOSED,2025-11-18,ENT-00170
PCB/BLRU/CTO/2023/00077,KSPCB,Bharath Spices LLP,BHARATH SPICES,"172, D 2nd Main, Whitefield Main Road, Bangalore Urban, Karnataka - 560066",172 D 2ND MN WHITEFIELD MN RD BANGALORE URBAN KARNATAKA 560066,Bengaluru Urban,560066,Food Processing,Manufacturing,False,False,True,560066::Manufacturing,560066::BHAR,ACTIVE,2026-02-10,ENT-00170
LAB-KA-BLRU-2022-000080,LABOUR,Bharath Spices LLP,BHARATH SPICES,"#172, D 2nd Main, Whitefield Main Road, Bengaluru Urban, K'taka - 560066",172 D 2ND MN WHITEFIELD MN RD BANGALORE URBAN K TAKA 560066,Bengaluru Urban,560066,Food Processing,Manufacturing,True,False,False,560066::Manufacturing,560066::BHAR,DORMANT,2024-08-02,ENT-00170
KAR-SHOP-BLRU-2018-000114,SHOP,Bharath Spices LLP,BHARATH SPICES,"#172, D 2nd Main, Whitefield Mn Rd, B'luru Urban, Karnataka - 560066",172 D 2ND MN WHITEFIELD MN RD B LURU URBAN KARNATAKA 560066,Bengaluru Urban,560066,Food Processing,Manufacturing,False,False,True,560066::Manufacturing,560066::BHAR,CLOSED,2023-01-10,ENT-00170
BBMP-TL-TUMA-2018-000064,BBMP,M/S Vijaya Fashions Works,VIJAYA FASHIONS WORKS,"No 16, Shed Extension, Antharasanahalli Indl Area, Tumakuru, Karnataka - 572106",NO 16 SHED EXTENSION ANTHARASANAHALLI INDL AREA TUMAKURU KARNATAKA 572106,Tumakuru,572106,Textile / Garments,Manufacturing,False,False,True,572106::Manufacturing,572106::VIJA,DORMANT,2024-09-26,ENT-00171
KFBIS-FAC-TUM-2021-000082,FACTORY,Vijaya Fashions Works,VIJAYA FASHIONS WORKS,"#16, Shed Extension, Antharasanahalli Industrial Estate, Tumakuru, K'taka - 572106",16 SHED EXTENSION ANTHARASANAHALLI IND ESTATE TUMAKURU K TAKA 572106,Tumakuru,572106,Textile / Garments,Manufacturing,True,False,False,572106::Manufacturing,572106::VIJA,DORMANT,2023-12-22,ENT-00171
GST-KA-TUM-2018-000133,GST,Vijaya Fashions Works,VIJAYA FASHIONS WORKS,"16, Shed Extension, Antharasanahalli Industrial Area, Tumakuru, Karnataka - 572106",16 SHED EXTENSION ANTHARASANAHALLI IND AREA TUMAKURU KARNATAKA 572106,Tumakuru,572106,Textile / Garments,Manufacturing,True,False,True,572106::Manufacturing,572106::VIJA,DORMANT,2024-04-24,ENT-00171
LAB-KA-TUM-2025-000081,LABOUR,Vijaya Fashions Works,VIJAYA FASHIONS WORKS,"#16, Shed Extension, Antharasanahalli Industrial Estate, Tumakuru, KA - 572106",16 SHED EXTENSION ANTHARASANAHALLI IND ESTATE TUMAKURU KA 572106,Tumakuru,572106,Textile / Garments,Manufacturing,True,False,True,572106::Manufacturing,572106::VIJA,ACTIVE,2025-05-13,ENT-00171
KAR-SHOP-TUM-2017-000115,SHOP,Vijaya Fashions Works,VIJAYA FASHIONS WORKS,"No 16, Shed Extension, Antharasanahalli Industrial Area, Tumakuru, K'taka - 572106",NO 16 SHED EXTENSION ANTHARASANAHALLI IND AREA TUMAKURU K TAKA 572106,Tumakuru,572106,Textile / Garments,Manufacturing,False,False,True,572106::Manufacturing,572106::VIJA,CLOSED,2018-06-19,ENT-00171
UDYAM-KR-TUM-2021-000082,UDYAM,M/S VIJAYA FASHIONS WORKS,VIJAYA FASHIONS WORKS,"No. 16, Shed Extension, Antharasanahalli Industrial Area, Tumakuru, K'taka - 572106",NO 16 SHED EXTENSION ANTHARASANAHALLI IND AREA TUMAKURU K TAKA 572106,Tumakuru,572106,Textile / Garments,Manufacturing,True,False,False,572106::Manufacturing,572106::VIJA,DORMANT,2024-11-23,ENT-00171
GST-KA-BLRU-2021-000134,GST,M/S Asha Solutions,ASHA SOLUTIONS,"No 145, D Mn Rd, Hebbal, B'luru Urban, KA - 560024",NO 145 D MN RD HEBBAL B LURU URBAN KA 560024,Bengaluru Urban,560024,Food Processing,Manufacturing,True,True,False,560024::Manufacturing,560024::ASHA,ACTIVE,2026-02-08,ENT-00172
PCB/BLRU/CTE/2018/00078,KSPCB,Asha Solutions,ASHA SOLUTIONS,"#145, D Main Rd, Hebbal, B'luru Urban, K'taka - 560024",145 D MN RD HEBBAL B LURU URBAN K TAKA 560024,Bengaluru Urban,560024,Food Processing,Manufacturing,True,False,True,560024::Manufacturing,560024::ASHA,CLOSED,2020-05-30,ENT-00172
LAB-KA-BLRU-2025-000082,LABOUR,Asha Solutions,ASHA SOLUTIONS,"145, D Main Road, Hebbal, Bengaluru Urban, Karnataka - 560024",145 D MN RD HEBBAL BANGALORE URBAN KARNATAKA 560024,Bengaluru Urban,560024,Food Processing,Manufacturing,False,True,False,560024::Manufacturing,560024::ASHA,ACTIVE,2026-01-07,ENT-00172
KAR-SHOP-BLRU-2024-000116,SHOP,M/S Asha Solutions,ASHA SOLUTIONS,"No. 145, D Mn Rd, Hebbal, B'luru Urban, KA - 560024",NO 145 D MN RD HEBBAL B LURU URBAN KA 560024,Bengaluru Urban,560024,Food Processing,Manufacturing,False,False,False,560024::Manufacturing,560024::ASHA,DORMANT,2025-04-12,ENT-00172
BBMP-TL-YELA-2015-000065,BBMP,Nisarga Trans Enterprises,NISARGA TRANS ENTERPRISES,"No 28, D Mn Rd, Hebbal, Bengaluru Urban, K'taka - 560024",NO 28 D MN RD HEBBAL BANGALORE URBAN K TAKA 560024,Bengaluru Urban,560024,Logistics / Warehouse,Service,False,False,False,560024::Service,560024::NISA,DORMANT,2025-03-17,ENT-00173
KFBIS-FAC-BLRU-2016-000083,FACTORY,Nisarga Trans Enterprises,NISARGA TRANS ENTERPRISES,"#28, D Mn Rd, Hebbal, Bangalore Urban, KA",28 D MN RD HEBBAL BANGALORE URBAN KA,Bengaluru Urban,560102,Logistics / Warehouse,Service,False,False,False,560102::Service,560102::NISA,CLOSED,2018-11-03,ENT-00173
GST-KA-BLRU-2023-000135,GST,Nisarga Trans Enterprises,NISARGA TRANS ENTERPRISES,"28, D Main Rd, Hebbal, Bengaluru Urban, K'taka - 560024",28 D MN RD HEBBAL BANGALORE URBAN K TAKA 560024,Bengaluru Urban,560024,Logistics / Warehouse,Service,True,False,False,560024::Service,560024::NISA,ACTIVE,2025-12-19,ENT-00173
PCB/BLRU/CTO/2015/00079,KSPCB,M/S Nisarga Trans Entp,NISARGA TRANS ENTP,"No. 28, D Main Rd, Hebbal, B'luru Urban, K'taka - 560024",NO 28 D MN RD HEBBAL B LURU URBAN K TAKA 560024,Bengaluru Urban,560024,Logistics / Warehouse,Service,True,False,False,560024::Service,560024::NISA,DORMANT,2024-05-18,ENT-00173
LAB-KA-BLRU-2017-000083,LABOUR,Nisarga Trans Enterprises,NISARGA TRANS ENTERPRISES,"28, D Main Rd, Hebbal, Bengaluru Urban, K'taka - 560024",28 D MN RD HEBBAL BANGALORE URBAN K TAKA 560024,Bengaluru Urban,560024,Logistics / Warehouse,Service,True,False,False,560024::Service,560024::NISA,DORMANT,2024-01-22,ENT-00173
BBMP-TL-SOUT-2019-000066,BBMP,M/S Bharath Medical Soluions,BHARATH MEDICAL SOLUIONS,"No. 154, Plot 2nd Main, Bommanahalli, B'luru Urban, K'taka - 560068",NO 154 PLOT 2ND MN BOMMANAHALLI B LURU URBAN K TAKA 560068,Bengaluru Urban,560068,Pharmacy / Medical Retail,Retail,False,False,False,560068::Retail,560068::BHAR,DORMANT,2024-02-29,ENT-00174
LAB-KA-BLRU-2019-000084,LABOUR,Bharath Medical Solutions,BHARATH MEDICAL SOLUTIONS,"154, Plot 2nd Main, Bommanahalli, Bangalore Urban, KA - 560068",154 PLOT 2ND MN BOMMANAHALLI BANGALORE URBAN KA 560068,Bengaluru Urban,560068,Pharmacy / Medical Retail,Retail,False,True,False,560068::Retail,560068::BHAR,CLOSED,2020-06-02,ENT-00174
KAR-SHOP-BLRU-2017-000117,SHOP,Bharath Medical Solutions,BHARATH MEDICAL SOLUTIONS,"154, Plot 2nd Main, Bommanahalli, Bengaluru Urban, K'taka - 560068",154 PLOT 2ND MN BOMMANAHALLI BANGALORE URBAN K TAKA 560068,Bengaluru Urban,560068,Pharmacy / Medical Retail,Retail,False,False,False,560068::Retail,560068::BHAR,CLOSED,2019-04-24,ENT-00174
GST-KA-BLRU-2023-000136,GST,M/S PRAKRUTHI LLP,PRAKRUTHI,"No. 199, C Near Bus Stop, Banashankari, Bengaluru Urban, Karnataka - 560085",NO 199 C NEAR BUS STOP BANASHANKARI BANGALORE URBAN KARNATAKA 560085,Bengaluru Urban,560085,Textile / Garments,Manufacturing,True,False,True,560085::Manufacturing,560085::PRAK,DORMANT,2023-11-09,ENT-00175
LAB-KA-BLRU-2025-000085,LABOUR,Prakruthi LLP,PRAKRUTHI,"#199, C Near Bus Stop, Banashankari, B'luru Urban, Karnataka - 560085",199 C NEAR BUS STOP BANASHANKARI B LURU URBAN KARNATAKA 560085,Bengaluru Urban,560085,Textile / Garments,Manufacturing,False,False,True,560085::Manufacturing,560085::PRAK,ACTIVE,2026-03-05,ENT-00175
KAR-SHOP-BLRU-2018-000118,SHOP,Prakruthi LLP,PRAKRUTHI,"No. 199, C Near Bus Stop, Banashankari, B'luru Urban, Karnataka - 560085",NO 199 C NEAR BUS STOP BANASHANKARI B LURU URBAN KARNATAKA 560085,Bengaluru Urban,560085,Textile / Garments,Manufacturing,False,False,False,560085::Manufacturing,560085::PRAK,CLOSED,2020-10-29,ENT-00175
UDYAM-KR-BLRU-2016-000083,UDYAM,MS Prakruthi LLP,PRAKRUTHI,"199, C Near Bus Stop, Banashankari, Bangalore Urban, Karnataka - 560085",199 C NEAR BUS STOP BANASHANKARI BANGALORE URBAN KARNATAKA 560085,Bengaluru Urban,560085,Textile / Garments,Manufacturing,False,False,False,560085::Manufacturing,560085::PRAK,DORMANT,2023-05-15,ENT-00175
BBMP-TL-BOMM-2024-000067,BBMP,Siddhi Warehouse Solutions,SIDDHI WAREHOUSE SOLUTIONS,"#267, Shed 3rd Phase, HSR Layout, Bangalore Urban, K'taka",267 SHED 3RD PHASE HSR LAYOUT BANGALORE URBAN K TAKA,Bengaluru Urban,560102,Logistics / Warehouse,Service,False,False,False,560102::Service,560102::SIDD,CLOSED,2025-08-21,ENT-00176
GST-KA-BLRU-2019-000137,GST,SIDDHI WAREHOUSE SOLUTIONS,SIDDHI WAREHOUSE SOLUTIONS,"No 267, Shed 3rd Phase, HSR Layout, Bangalore Urban, Karnataka - 560102",NO 267 SHED 3RD PHASE HSR LAYOUT BANGALORE URBAN KARNATAKA 560102,Bengaluru Urban,560102,Logistics / Warehouse,Service,True,False,False,560102::Service,560102::SIDD,CLOSED,2022-11-27,ENT-00176
UDYAM-KR-BLRU-2018-000084,UDYAM,Siddhi Warehouse Solutions,SIDDHI WAREHOUSE SOLUTIONS,"267, Shed 3rd Phase, HSR Layout, Bangalore Urban, KA - 560102",267 SHED 3RD PHASE HSR LAYOUT BANGALORE URBAN KA 560102,Bengaluru Urban,560102,Logistics / Warehouse,Service,False,False,False,560102::Service,560102::SIDD,DORMANT,2025-04-29,ENT-00176
GST-KA-MYS-2022-000138,GST,SRINIDHI HEALTH TRADERS,SRINIDHI HEALTH TRADERS,"#246, A 3rd Phase, Devaraja Mohalla, Mysuru, KA - 570001",246 A 3RD PHASE DEVARAJA MOHALLA MYSURU KA 570001,Mysuru,570001,Pharmacy / Medical Retail,Retail,True,True,False,570001::Retail,570001::SRIN,CLOSED,2022-10-13,ENT-00177
KAR-SHOP-MYS-2017-000119,SHOP,Srinidhi Health Traders,SRINIDHI HEALTH TRADERS,"246, A 3rd Phase, Devaraja Mohalla, Mysuru, KA - 570001",246 A 3RD PHASE DEVARAJA MOHALLA MYSURU KA 570001,Mysuru,570001,Pharmacy / Medical Retail,Retail,True,False,False,570001::Retail,570001::SRIN,CLOSED,2022-01-03,ENT-00177
BBMP-TL-SOUT-2015-000068,BBMP,Kaveri Meds Associates,KAVERI MEDS ASSOCIATES,"No. 263, C 2nd Main, Nanjangud Road, Mysuru, Karnataka - 570018",NO 263 C 2ND MN NANJANGUD RD MYSURU KARNATAKA 570018,Mysuru,570018,Pharmacy / Medical Retail,Retail,True,False,False,570018::Retail,570018::KAVE,CLOSED,2020-04-02,ENT-00178
GST-KA-MYS-2025-000139,GST,Kaveri Meds Associates,KAVERI MEDS ASSOCIATES,"No. 263, C 2nd Main, Nanjangud Road, Mysuru, KA - 570018",NO 263 C 2ND MN NANJANGUD RD MYSURU KA 570018,Mysuru,570018,Pharmacy / Medical Retail,Retail,False,False,False,570018::Retail,570018::KAVE,ACTIVE,2026-03-18,ENT-00178
KAR-SHOP-MYS-2018-000120,SHOP,Kaveri Meds Associates,KAVERI MEDS ASSOCIATES,"263, C 2nd Main, Nanjangud Road, Mysuru, Karnataka - 570018",263 C 2ND MN NANJANGUD RD MYSURU KARNATAKA 570018,Mysuru,570018,Pharmacy / Medical Retail,Retail,False,False,False,570018::Retail,570018::KAVE,DORMANT,2024-09-30,ENT-00178
GST-KA-MYS-2021-000140,GST,Sree Associates,SREE ASSOCIATES,"#100, D Behind Metro, Nanjangud Road, Mysuru, K'taka - 570018",100 D BEHIND METRO NANJANGUD RD MYSURU K TAKA 570018,Mysuru,570018,Machine Tools,Manufacturing,True,True,True,570018::Manufacturing,570018::SREE,CLOSED,2025-01-05,ENT-00179
PCB/MYS/CTO/2020/00080,KSPCB,M/S Sree Associates,SREE ASSOCIATES,"No. 100, D Behind Metro, Nanjangud Road, Mysuru, K'taka - 570018",NO 100 D BEHIND METRO NANJANGUD RD MYSURU K TAKA 570018,Mysuru,570018,Machine Tools,Manufacturing,False,False,True,570018::Manufacturing,570018::SREE,CLOSED,2023-03-19,ENT-00179
UDYAM-KR-MYS-2023-000085,UDYAM,M/S Sree Associates,SREE ASSOCIATES,"No 100, D Behind Metro, Nanjangud Road, Mysuru, K'taka - 570018",NO 100 D BEHIND METRO NANJANGUD RD MYSURU K TAKA 570018,Mysuru,570018,Machine Tools,Manufacturing,False,True,True,570018::Manufacturing,570018::SREE,ACTIVE,2025-10-24,ENT-00179
KFBIS-FAC-MYS-2016-000084,FACTORY,M/S Varun Industrial Associates,VARUN INDUSTRIAL ASSOCIATES,"No 6, Shed Sector, Nanjangud Road, Mysuru, K'taka - 570018",NO 6 SHED SECTOR NANJANGUD RD MYSURU K TAKA 570018,Mysuru,570018,Chemical Blending,Manufacturing,False,False,False,570018::Manufacturing,570018::VARU,DORMANT,2023-12-28,ENT-00180
GST-KA-MYS-2023-000141,GST,M/S VARUN INDUSTRIAL ASSOCIATES,VARUN INDUSTRIAL ASSOCIATES,"#6, Shed Sector, Nanjangud Road, Mysuru, K'taka - 570018",6 SHED SECTOR NANJANGUD RD MYSURU K TAKA 570018,Mysuru,570018,Chemical Blending,Manufacturing,True,True,True,570018::Manufacturing,570018::VARU,CLOSED,2025-07-17,ENT-00180
PCB/MYS/CTO/2020/00081,KSPCB,M/S Varun Industrial Associates,VARUN INDUSTRIAL ASSOCIATES,"No 6, Shed Sector, Nanjangud Road, Mysuru, K'taka - 570018",NO 6 SHED SECTOR NANJANGUD RD MYSURU K TAKA 570018,Mysuru,570018,Chemical Blending,Manufacturing,True,True,False,570018::Manufacturing,570018::VARU,CLOSED,2022-12-06,ENT-00180
BBMP-TL-SOUT-2022-000069,BBMP,Srinidhi Injection Enterprises,SRINIDHI INJECTION ENTERPRISES,"No 49, Service Road, Bannerghatta Road, Bengaluru Urban, K'taka - 560076",NO 49 SERVICE RD BANNERGHATTA RD BANGALORE URBAN K TAKA 560076,Bengaluru Urban,560076,Plastic Moulding,Manufacturing,False,True,True,560076::Manufacturing,560076::SRIN,DORMANT,2023-08-02,ENT-00181
KFBIS-FAC-BLRU-2021-000085,FACTORY,M/S Srinidhi Injection Enterprises,SRINIDHI INJECTION ENTERPRISES,"No 49, Service Road, Bannerghatta Road, Bengaluru Urban, Karnataka - 560076",NO 49 SERVICE RD BANNERGHATTA RD BANGALORE URBAN KARNATAKA 560076,Bengaluru Urban,560076,Plastic Moulding,Manufacturing,True,False,False,560076::Manufacturing,560076::SRIN,ACTIVE,2025-11-13,ENT-00181
PCB/BLRU/CTE/2018/00082,KSPCB,Srinidhi Injection Enterprises,SRINIDHI INJECTION ENTERPRISES,"No. 49, Service Road, Bannerghatta Road, Bangalore Urban, KA - 560076",NO 49 SERVICE RD BANNERGHATTA RD BANGALORE URBAN KA 560076,Bengaluru Urban,560076,Plastic Moulding,Manufacturing,True,True,True,560076::Manufacturing,560076::SRIN,ACTIVE,2026-02-27,ENT-00181
KFBIS-FAC-BLRU-2022-000086,FACTORY,Sri Pvt Ltd,SRI,"No. 207, Plot 1st Cross, HSR Layout, Bengaluru Urban, K'taka - 560102",NO 207 PLOT 1ST CRS HSR LAYOUT BANGALORE URBAN K TAKA 560102,Bengaluru Urban,560102,Printing / Packaging,Manufacturing,False,False,False,560102::Manufacturing,560102::SRI,DORMANT,2024-02-03,ENT-00182
GST-KA-BLRU-2024-000142,GST,SRI PVT LTD,SRI,"207, Plot 1st Crs, HSR Layout, Bangalore Urban, K'taka - 560102",207 PLOT 1ST CRS HSR LAYOUT BANGALORE URBAN K TAKA 560102,Bengaluru Urban,560102,Printing / Packaging,Manufacturing,True,True,False,560102::Manufacturing,560102::SRI,DORMANT,2025-04-30,ENT-00182
LAB-KA-BLRU-2015-000086,LABOUR,Sri Pvt Ltd,SRI,"No 207, Plot 1st Crs, HSR Layout, Bengaluru Urban, K'taka - 560102",NO 207 PLOT 1ST CRS HSR LAYOUT BANGALORE URBAN K TAKA 560102,Bengaluru Urban,560102,Printing / Packaging,Manufacturing,False,False,False,560102::Manufacturing,560102::SRI,CLOSED,2016-02-14,ENT-00182
KAR-SHOP-BLRU-2018-000121,SHOP,Sri Pvt. td.,SRI TD,"No 207, Plot 1st Cr, HSR Layout, B'luru Urban, KA - 560102",NO 207 PLOT 1ST CR HSR LAYOUT B LURU URBAN KA 560102,Bengaluru Urban,560102,Printing / Packaging,Manufacturing,False,False,False,560102::Manufacturing,560102::SRI ,CLOSED,2019-10-16,ENT-00182
UDYAM-KR-BLRU-2025-000086,UDYAM,SRI PVT LTD,SRI,"207, Plot 1st Crs, HSR Layout, Bangalore Urban, K'taka - 560102",207 PLOT 1ST CRS HSR LAYOUT BANGALORE URBAN K TAKA 560102,Bengaluru Urban,560102,Printing / Packaging,Manufacturing,False,False,False,560102::Manufacturing,560102::SRI,ACTIVE,2026-04-10,ENT-00182
PCB/BLRR/CTO/2021/00083,KSPCB,Rav Agro Associates,RAV AGRO ASSOCIATES,"No. 247, Shed Main Rd, Hoskote, Bangalore Rural, Karnataka",NO 247 SHED MN RD HOSKOTE BANGALORE RURAL KARNATAKA,Bengaluru Rural,562114,Food Processing,Manufacturing,True,True,False,562114::Manufacturing,562114::RAV ,ACTIVE,2026-05-01,ENT-00183
KAR-SHOP-BLRR-2022-000122,SHOP,Ravi Agro Associates,RAVI AGRO ASSOCIATES,"No 247, Shed Main Road, Hoskote, Bengaluru Rural, KA - 562114",NO 247 SHED MN RD HOSKOTE BANGALORE RURAL KA 562114,Bengaluru Rural,562114,Food Processing,Manufacturing,False,True,False,562114::Manufacturing,562114::RAVI,ACTIVE,2025-05-02,ENT-00183
KFBIS-FAC-BLRU-2015-000087,FACTORY,M/S Varun Components LLP,VARUN COMPONENTS,"221, B Behind Metro, Whitefield Main Road, B'luru Urban, Karnataka - 560066",221 B BEHIND METRO WHITEFIELD MN RD B LURU URBAN KARNATAKA 560066,Bengaluru Urban,560066,Electronics Assembly,Manufacturing,False,False,True,560066::Manufacturing,560066::VARU,DORMANT,2025-01-30,ENT-00184
GST-KA-BLRU-2021-000143,GST,Varun Components LLP,VARUN COMPONENTS,"221, B Behind Metro, Whitefield Main Road, Bangalore Urban, KA - 560066",221 B BEHIND METRO WHITEFIELD MN RD BANGALORE URBAN KA 560066,Bengaluru Urban,560066,Electronics Assembly,Manufacturing,True,True,False,560066::Manufacturing,560066::VARU,ACTIVE,2025-11-28,ENT-00184
LAB-KA-BLRU-2021-000087,LABOUR,Varun Components LLP,VARUN COMPONENTS,"No. 221, B Behind Metro, Whitefield Mn Rd, Bangalore Urban, K'taka - 560066",NO 221 B BEHIND METRO WHITEFIELD MN RD BANGALORE URBAN K TAKA 560066,Bengaluru Urban,560066,Electronics Assembly,Manufacturing,False,False,True,560066::Manufacturing,560066::VARU,ACTIVE,2026-04-03,ENT-00184
KAR-SHOP-BLRU-2018-000123,SHOP,Varun Components LLP,VARUN COMPONENTS,"#221, B Behind Metro, Whitefield Main Rd, Bangalore Urban, Karnataka - 560066",221 B BEHIND METRO WHITEFIELD MN RD BANGALORE URBAN KARNATAKA 560066,Bengaluru Urban,560066,Electronics Assembly,Manufacturing,False,False,False,560066::Manufacturing,560066::VARU,CLOSED,2021-11-03,ENT-00184
UDYAM-KR-BLRU-2017-000087,UDYAM,Varun Components LLP,VARUN COMPONENTS,"#221, B Behind Metro, Whitefield Main Rd, Bangalore Urban, KA - 560066",221 B BEHIND METRO WHITEFIELD MN RD BANGALORE URBAN KA 560066,Bengaluru Urban,560066,Electronics Assembly,Manufacturing,True,False,False,560066::Manufacturing,560066::VARU,CLOSED,2019-02-14,ENT-00184
BBMP-TL-SOUT-2019-000070,BBMP,Sharma Pvt Ltd,SHARMA,"117, C 2nd Main, Nanjangud Road, Mysuru, Karnataka - 570018",117 C 2ND MN NANJANGUD RD MYSURU KARNATAKA 570018,Mysuru,570018,Plastic Moulding,Manufacturing,False,False,True,570018::Manufacturing,570018::SHAR,CLOSED,2021-03-27,ENT-00185
KFBIS-FAC-MYS-2019-000088,FACTORY,Sharma Pvt. Ltd.,SHARMA,"117, C 2nd Main, Nanjangud Road, Mysuru, K'taka - 570018",117 C 2ND MN NANJANGUD RD MYSURU K TAKA 570018,Mysuru,570018,Plastic Moulding,Manufacturing,False,True,True,570018::Manufacturing,570018::SHAR,CLOSED,2019-07-30,ENT-00185
PCB/MYS/CTE/2016/00084,KSPCB,Sharma Pvt Ltd,SHARMA,"No 117, C 2nd Main, Nanjangud Road, Mysuru, K'taka - 570018",NO 117 C 2ND MN NANJANGUD RD MYSURU K TAKA 570018,Mysuru,570001,Plastic Moulding,Manufacturing,False,False,False,570001::Manufacturing,570001::SHAR,DORMANT,2024-04-06,ENT-00185
KAR-SHOP-MYS-2021-000124,SHOP,Sharma Pvt. Ltd.,SHARMA,"No. 117, C 2nd Main, Nanjangud Road, Mysuru, KA - 570018",NO 117 C 2ND MN NANJANGUD RD MYSURU KA 570018,Mysuru,570018,Plastic Moulding,Manufacturing,True,False,True,570018::Manufacturing,570018::SHAR,CLOSED,2025-02-17,ENT-00185
UDYAM-KR-MYS-2015-000088,UDYAM,SHARMA PVT LTD,SHARMA,"No. 117, C 2nd Main, Nanjangud Road, Mysuru, Karnataka - 570018",NO 117 C 2ND MN NANJANGUD RD MYSURU KARNATAKA 570018,Mysuru,570018,Plastic Moulding,Manufacturing,True,False,False,570018::Manufacturing,570018::SHAR,CLOSED,2018-05-03,ENT-00185
BBMP-TL-EAST-2023-000071,BBMP,Nisarga Enterprises,NISARGA ENTERPRISES,"No. 143, Mn Rd, MG Road, B'luru Urban, K'taka - 560001",NO 143 MN RD MG RD B LURU URBAN K TAKA 560001,Bengaluru Urban,560001,Textile / Garments,Manufacturing,True,False,True,560001::Manufacturing,560001::NISA,DORMANT,2024-09-19,ENT-00186
KFBIS-FAC-BLRU-2016-000089,FACTORY,M/S Nisarga Entp,NISARGA ENTP,"No. 143, Mn Rd, MG Road, Bangalore Urban, Karnataka - 560001",NO 143 MN RD MG RD BANGALORE URBAN KARNATAKA 560001,Bengaluru Urban,560064,Textile / Garments,Manufacturing,True,False,False,560064::Manufacturing,560064::NISA,DORMANT,2023-12-20,ENT-00186
LAB-KA-BLRU-2018-000088,LABOUR,Nisarga Enterprises,NISARGA ENTERPRISES,"#143, Mn Rd, MG Road, Bangalore Urban, K'taka - 560001",143 MN RD MG RD BANGALORE URBAN K TAKA 560001,Bengaluru Urban,560001,Textile / Garments,Manufacturing,False,False,False,560001::Manufacturing,560001::NISA,CLOSED,2019-12-17,ENT-00186
KAR-SHOP-BLRU-2015-000125,SHOP,Nisarga Enterprises,NISARGA ENTERPRISES,"No. 143, Mn Rd, MG Road, B'luru Urban, Karnataka - 560001",NO 143 MN RD MG RD B LURU URBAN KARNATAKA 560001,Bengaluru Urban,560001,Textile / Garments,Manufacturing,False,False,False,560001::Manufacturing,560001::NISA,ACTIVE,2025-08-12,ENT-00186
UDYAM-KR-BLRU-2016-000089,UDYAM,Nisarga Enterprises,NISARGA ENTERPRISES,"#143, Main Road, MG Road, Bangalore Urban, K'taka - 560001",143 MN RD MG RD BANGALORE URBAN K TAKA 560001,Bengaluru Urban,560001,Textile / Garments,Manufacturing,False,False,False,560001::Manufacturing,560001::NISA,CLOSED,2017-07-27,ENT-00186
LAB-KA-BLRR-2017-000089,LABOUR,Varun Inds Inds,VARUN INDS INDS,"No. 155, Shed Near Bus Stop, Doddaballapura, Bangalore Rural, KA - 561203",NO 155 SHED NEAR BUS STOP DODDABALLAPURA BANGALORE RURAL KA 561203,Bengaluru Rural,561203,Machine Tools,Manufacturing,False,False,False,561203::Manufacturing,561203::VARU,DORMANT,2025-03-05,ENT-00187
KAR-SHOP-BLRR-2022-000126,SHOP,Varun Industries Industries,VARUN INDUSTRIES INDUSTRIES,"155, Shed Near Bus Stop, Doddaballapura, Bengaluru Rural, KA - 561203",155 SHED NEAR BUS STOP DODDABALLAPURA BANGALORE RURAL KA 561203,Bengaluru Rural,561203,Machine Tools,Manufacturing,False,False,False,561203::Manufacturing,561203::VARU,DORMANT,2024-10-05,ENT-00187
KFBIS-FAC-BLRU-2025-000090,FACTORY,Lakshmi Solvents Company,LAKSHMI SOLVENTS,"No. 278, Extension, BTM Layout, Bengaluru Urban, KA - 560029",NO 278 EXTENSION BTM LAYOUT BANGALORE URBAN KA 560029,Bengaluru Urban,560029,Chemical Blending,Manufacturing,True,False,False,560029::Manufacturing,560029::LAKS,ACTIVE,2025-08-22,ENT-00188
